,Capture_Price,StrikePrice,A_G,A_L,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product,Gamma
0,0.05044369596561055,50.443695965610544,0.5,0.5,30.0,93.74406881713833,-272.2013264488481,84.73398740026025,-282.76117290436883,95.14507631397342,1.0
