,Price_Change,Avg_G_Price,StrikePrice,A_G,A_L,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product
0,0.6,0.05183688637263165,55.34058220957332,0.5,0.5,11.998785496285608,56.93219290068224,-171.0123602381108,46.94358831036962,-180.99747262910475,99.73733946346955
1,0.7,0.06029906054826937,63.81579957918572,0.5,0.5,12.054150009722912,66.36546767076631,-196.48059791216514,56.407758437711905,-206.4383055864208,99.15595764799224
2,0.8,0.06876123472390708,72.36438716256819,0.5,0.5,12.325360612726866,75.78596672875292,-221.95170007563723,65.85852827336419,-231.87913854373684,98.55403441171754
3,0.85,0.07299232181172596,76.52339749124772,0.5,0.5,12.138988140504363,80.49196827899834,-234.6887090398876,70.58112228713134,-244.59955502239484,98.22486818174296
4,0.9,0.07722340889954481,80.79384621785213,0.5,0.5,12.268239684675619,85.19622408717811,-247.42607979225727,75.30222026661225,-257.32008338875505,97.89130938444139
5,0.95,0.08145449598736366,84.95991232367298,0.5,0.5,12.10262883477885,89.89710965324792,-260.16437270589546,80.02085707559282,-270.04062529448015,97.5403650855825
6,1.0,0.08568558307518252,89.11818478005404,0.5,0.5,11.921044869942891,94.59237614364508,-272.9027841216698,84.73398740026025,-282.76117290436883,97.18782900327139
7,1.05,0.08991667016300138,93.34457249497397,0.5,0.5,11.932308516698379,99.28539799491938,-285.6421044337584,89.44436975736406,-295.483132686182,96.84583691868032
8,1.1,0.09414775725082024,97.63457226234182,0.5,0.5,12.123528781893933,103.97839049853361,-298.38170374782635,94.15407974046815,-308.2060145134918,96.51708194570567
9,1.15,0.09837884433863911,101.92239283793009,0.5,0.5,12.314744798490391,108.6669853668438,-311.1242860031758,98.86128736445272,-320.9299837165226,96.15171047981526
10,1.2,0.10260993142645797,105.72683758295614,0.5,0.5,11.645795771521119,112.96092454487263,-323.4946678666005,103.56679783246634,-333.6550445014427,95.44786555348018
11,1.3,0.11107210560209568,105.72683757739047,0.5,0.5,5.661624204533689,115.2607492812032,-345.67447564539475,112.97090341213925,-359.111383976189,30.768449034260268
12,1.4,,,0.5,0.5,,,,,,
