,A_G,A_L,Revenue_G,Revenue_L
332,0.0,0.1,98.37092774664661,-298.6645045596703
333,0.0,0.1,98.88675419561045,-217.31184896745688
334,0.0,0.1,96.00183484667355,-232.88035457155868
335,0.0,0.1,95.24069975904858,-239.24038406972124
336,0.0,0.1,96.41802265201828,-310.34573965723933
337,0.0,0.1,99.17451840158705,-249.52557356415824
338,0.0,0.1,99.32688233329779,-212.0867679897568
339,0.0,0.1,98.61814359749232,-240.75359187338557
340,0.0,0.1,95.9372424558123,-258.7070216741936
341,0.0,0.1,97.6024943628669,-267.51343700063495
342,0.0,0.1,97.67014522467429,-235.97519139666906
343,0.0,0.1,99.67773407673195,-251.07275046639856
344,0.0,0.1,96.47436537120886,-323.1972062253093
345,0.0,0.1,98.29111112960312,-263.81247024528244
346,0.0,0.1,98.41619020104923,-249.82857106340785
347,0.0,0.1,96.1502151802088,-247.44054104891876
348,0.0,0.1,96.52369782381503,-258.4143586846304
349,0.0,0.1,98.72202808949973,-257.32997379707473
350,0.0,0.1,95.40145905038818,-216.6212253067264
351,0.0,0.1,95.37649478487809,-282.32726871774304
352,0.0,0.1,96.65288251997258,-259.13558016006687
353,0.0,0.1,95.65908830391456,-204.0435101133599
354,0.0,0.1,96.9447198613843,-273.84781086460737
355,0.0,0.1,97.27445944653826,-234.3713046054258
356,0.0,0.1,97.24707032362299,-308.7739132904984
357,0.0,0.1,96.55426203048856,-276.8727361035743
358,0.0,0.1,95.70413748136642,-257.7321815058191
359,0.0,0.1,96.4976339785542,-265.4810458055285
360,0.0,0.1,94.87205703875507,-281.3270946401437
361,0.0,0.1,96.17617071819045,-315.4018924065547
362,0.0,0.1,95.81463884833121,-247.48011667520748
363,0.0,0.1,99.09556541165949,-239.66980550388095
364,0.0,0.1,97.9216044577794,-271.0465844474099
365,0.0,0.1,97.57149854557997,-295.0731204805468
366,0.0,0.1,96.1124998019349,-236.4443066819892
367,0.0,0.1,96.91731797481447,-253.90167140240567
368,0.0,0.1,94.38715431675658,-293.0077006071056
369,0.0,0.1,97.27313053328528,-279.7802879030875
370,0.0,0.1,97.05319622420078,-256.2235925864765
371,0.0,0.1,95.13363342815009,-273.43320003985366
372,0.0,0.1,97.57483192169138,-277.63540623004207
373,0.0,0.1,98.7842621819186,-253.01386963403533
374,0.0,0.1,99.78391572891037,-256.53563119466946
375,0.0,0.1,96.3255327439004,-259.4189273007456
376,0.0,0.1,95.22275301717066,-279.20147611756727
377,0.0,0.1,94.14848231648072,-212.0404875304035
378,0.0,0.1,93.85474033951083,-236.29985140141014
379,0.0,0.1,100.23070467489015,-238.09335997807034
380,0.0,0.1,97.93768124153584,-246.8426451477331
381,0.0,0.1,95.31354522119112,-236.9492224558957
382,0.0,0.1,95.70626780578148,-237.0926743400198
383,0.0,0.1,96.5164101856847,-271.2603103573715
384,0.0,0.1,97.749320254271,-273.4035233485456
385,0.0,0.1,95.76335601447809,-288.8372463124487
386,0.0,0.1,94.23697071464804,-266.09168992103196
387,0.0,0.1,95.65420877925823,-274.83500781401125
388,0.0,0.1,95.3349084539509,-225.14554736805184
389,0.0,0.1,95.08016074621547,-269.13675929357987
390,0.0,0.1,95.81773441558308,-290.88572585716736
391,0.0,0.1,95.80911917481464,-264.86145399459355
392,0.0,0.1,98.95862388633749,-289.01210612309336
393,0.0,0.1,96.86372708508829,-224.65623429715137
394,0.0,0.1,96.27453134836954,-233.85036186702817
395,0.0,0.1,98.73034338354724,-268.93155922764635
396,0.0,0.1,94.4337456272482,-261.01004104682687
397,0.0,0.1,94.20931526085259,-261.54065819429985
398,0.0,0.1,96.31419484221047,-269.91580985253484
399,0.0,0.1,96.75530483407346,-279.4427417356174
400,0.0,0.1,96.51467212513442,-292.42874140995883
401,0.0,0.1,99.98726912170353,-258.49283484070463
402,0.0,0.1,93.20168070492059,-233.88553406496885
403,0.0,0.1,94.99118473656544,-289.32325799329755
404,0.0,0.1,96.70603820009748,-219.34944603923367
405,0.0,0.1,96.80787528023838,-307.7390139931909
406,0.0,0.1,96.54670408130981,-222.76661413771444
407,0.0,0.1,96.14395456737951,-275.48210357152493
408,0.0,0.1,98.64733134559748,-258.50867646482834
409,0.0,0.1,95.78829596462877,-238.69398536241985
410,0.0,0.1,96.67802728784699,-277.47546605687626
411,0.0,0.1,96.44748354186184,-300.3769245054907
412,0.0,0.1,94.11617725154531,-226.1323678347295
413,0.0,0.1,98.70818859349397,-302.72143624675886
414,0.0,0.1,96.76539345801504,-267.32512444130657
415,0.0,0.1,97.55291191805316,-252.6313445829485
416,0.0,0.1,99.28317503956282,-237.40550988882774
417,0.0,0.1,95.98726593598438,-281.55820611049967
418,0.0,0.1,92.63142212391841,-198.9645157325054
419,0.0,0.1,100.30711416392205,-261.10225590229106
420,0.0,0.1,96.57641571003896,-208.84928276052705
421,0.0,0.1,97.841000996515,-247.36539648582226
422,0.0,0.1,94.32075298209817,-289.5313516558055
423,0.0,0.1,96.2273853237064,-258.89105176582353
424,0.0,0.1,96.16942343816753,-256.5930468080977
425,0.0,0.1,96.07764517478005,-245.0001420453792
426,0.0,0.1,96.90383460194734,-277.01245382443557
427,0.0,0.1,98.31661888056769,-283.5731643001165
428,0.0,0.1,99.23661826226945,-245.16927414449256
429,0.0,0.1,92.77891521219318,-262.22670345701164
430,0.0,0.1,93.46913659155925,-260.5165886205505
431,0.0,0.1,97.54315423956017,-250.12695864724398
432,0.0,0.1,100.8382812975414,-276.2817440763604
433,0.0,0.1,94.24040074117286,-262.95500840131666
434,0.0,0.1,93.40401703499141,-229.59376070947016
435,0.0,0.1,98.6809427116251,-228.2580312909992
436,0.0,0.1,94.48773227682095,-214.01854295298716
437,0.0,0.1,97.95003302065213,-243.54687674598193
438,0.0,0.1,97.9932376183957,-223.8891119090727
439,0.0,0.1,97.42474263949688,-281.85774303310114
440,0.0,0.1,96.98535865594307,-262.851743722439
441,0.0,0.1,94.60419993418058,-251.2364489385708
442,0.0,0.1,93.5787208028306,-273.7682006447724
443,0.0,0.1,98.41192616515391,-257.39608269924975
444,0.0,0.1,92.13445483221092,-247.97170989645986
445,0.0,0.1,97.68052591806276,-273.8316095407323
446,0.0,0.1,97.66944735777783,-252.6276350787693
447,0.0,0.1,95.69478646133427,-270.18803065750427
448,0.0,0.1,97.60602398096209,-240.18952804317334
449,0.0,0.1,97.1223568919409,-248.81286317464668
450,0.0,0.1,96.07731702435895,-267.165607395493
451,0.0,0.1,99.55872257316895,-274.5415294904924
452,0.0,0.1,97.49766760036056,-268.19307975305696
453,0.0,0.1,94.47023853552844,-263.03435937483135
454,0.0,0.1,96.14372175577276,-257.1365589695641
455,0.0,0.1,97.52131923126095,-277.68991624503803
456,0.0,0.1,95.55092174870619,-246.65017158866488
457,0.0,0.1,96.0210696625497,-259.14063481463796
458,0.0,0.1,94.08108176225909,-227.59073321286016
459,0.0,0.1,96.90001148938526,-225.41433557785976
460,0.0,0.1,99.21091327517942,-275.1478147590947
461,0.0,0.1,93.04662924402535,-252.5621771985278
462,0.0,0.1,97.01663740304215,-227.09575643242144
463,0.0,0.1,100.3143534536849,-250.86959997478326
464,0.0,0.1,96.93110601042466,-283.43818207362835
465,0.0,0.1,96.17965970355496,-269.528580734523
466,0.0,0.1,94.86674208338137,-260.96656227945783
467,0.0,0.1,95.09452099467674,-274.47737407563756
468,0.0,0.1,96.22399675931676,-250.04491205091577
469,0.0,0.1,95.31348742546434,-246.3612733837933
470,0.0,0.1,95.06644106393759,-254.50843065543495
471,0.0,0.1,93.22019521048634,-245.9323674573916
472,0.0,0.1,94.7538454825034,-292.84552585977195
473,0.0,0.1,96.69339497900742,-241.64196914259915
474,0.0,0.1,98.97371599792065,-273.1185203250906
475,0.0,0.1,96.75113226624624,-242.87843458905914
476,0.0,0.1,97.56471851810649,-273.1377689574092
477,0.0,0.1,95.11334560382964,-261.67729771645185
478,0.0,0.1,98.4761317298331,-248.1991451534385
479,0.0,0.1,98.43976378396671,-239.4140985354424
480,0.0,0.1,97.6970585925407,-282.1443066979083
481,0.0,0.1,99.13469592754663,-262.9490291165789
482,0.0,0.1,98.55029541656118,-274.3990857418163
483,0.0,0.1,97.02236842630444,-274.15699296192605
484,0.0,0.1,96.33496001346016,-266.37843955416923
485,0.0,0.1,90.89448013556638,-228.41060984122421
486,0.0,0.1,99.40100543596097,-231.73293741759358
487,0.0,0.1,95.6135869157199,-228.03665240596007
488,0.0,0.1,98.04452834271854,-271.42191599244876
489,0.0,0.1,94.23790608850572,-251.6711021895092
490,0.0,0.1,95.59289437219853,-217.02234139947768
491,0.0,0.1,97.64279183502461,-244.46641898192553
492,0.0,0.1,98.59402808345685,-262.5434136217353
493,0.0,0.1,96.58534404476252,-264.56057386542955
494,0.0,0.1,96.50486552147929,-246.91476799036923
495,0.0,0.1,94.72154629301392,-251.90986534094444
496,0.0,0.1,99.92768937458098,-264.4171126507777
497,0.0,0.1,96.73812365451161,-255.66451424429894
498,0.0,0.1,95.33765354706361,-247.16877870596645
499,0.0,0.1,96.60361584642338,-243.4354084490631
500,0.0,0.1,95.9243396812973,-266.677723248558
501,0.0,0.25,94.53902161851356,-266.13131347151057
502,0.0,0.25,100.49594109745716,-232.25554181854957
503,0.0,0.25,97.6433185990209,-288.0114569173289
504,0.0,0.25,100.07145971558867,-248.15259927578643
505,0.0,0.25,98.8176058251324,-258.94934865474175
506,0.0,0.25,98.65754810706062,-219.85188011885583
507,0.0,0.25,99.8261627090389,-273.3677780698002
508,0.0,0.25,96.79464796353837,-297.41217553872144
509,0.0,0.25,100.2389249341927,-234.4153066067438
510,0.0,0.25,97.09900427294733,-240.68684415874
511,0.0,0.25,97.6916080250013,-275.60091174322883
512,0.0,0.25,99.07965992613634,-253.59889762857213
513,0.0,0.25,96.65081085292562,-278.38516573729385
514,0.0,0.25,98.42729232997779,-259.74699515939403
515,0.0,0.25,100.35651692366596,-255.22338997735355
