,A_G,A_L,Revenue_G_CP,Revenue_L_CP
169,0.5,0.5,95.10479010568369,-211.47876794405929
170,0.5,0.5,95.80036377298704,-260.0582958322261
171,0.5,0.5,97.71411516735476,-259.13716325765665
172,0.5,0.5,95.38673019106281,-260.92878110917894
173,0.5,0.5,96.51650049059124,-235.47885054337956
174,0.5,0.5,92.58101382618537,-216.7596807109491
175,0.5,0.5,96.13400635029113,-302.33071884619517
176,0.5,0.5,95.3767880733102,-291.007999748915
177,0.5,0.5,95.2712210746749,-251.29737605759308
178,0.5,0.5,96.21059252853924,-279.068006838413
179,0.5,0.5,96.90073149127514,-245.76640447339292
180,0.5,0.5,92.71659648044721,-271.20003185968477
181,0.5,0.5,94.27012500349801,-267.58494038953705
182,0.5,0.5,95.98748296142298,-264.2267908713938
183,0.5,0.5,92.49281157331158,-278.63506067040714
184,0.5,0.5,93.32123157819616,-260.74246235634945
185,0.5,0.5,95.77753586738046,-261.3781277019026
186,0.5,0.5,96.72865911694119,-246.04274374332883
187,0.5,0.5,98.56824543840605,-265.2727701770345
188,0.5,0.5,95.38585319519832,-233.50784205821358
189,0.5,0.5,95.97708484806074,-219.11694530511028
190,0.5,0.5,96.75033970594126,-270.0558648150987
191,0.5,0.5,95.44195603123724,-253.28936210267858
192,0.5,0.5,93.68312290409528,-265.03299552473976
193,0.5,0.5,95.85156411234647,-258.9771717702364
194,0.5,0.5,94.89364655846535,-251.62954081705044
195,0.5,0.5,94.02114549150058,-256.7990030249921
196,0.5,0.5,92.5536104758329,-248.1062418644105
197,0.5,0.5,95.5522310796078,-223.7588787932593
198,0.5,0.5,91.26302175167294,-243.7303160814691
199,0.5,0.5,93.71150804263914,-275.1173322136287
200,0.5,0.5,93.93588570927778,-237.97935438698482
201,0.5,0.5,92.89521596863523,-282.262620066171
202,0.5,0.5,95.29004723381036,-287.5873978232211
203,0.5,0.5,92.52314611077489,-250.7138635162583
204,0.5,0.5,95.84301857625336,-230.60445156845688
205,0.5,0.5,95.97895215676665,-274.89781661490576
206,0.5,0.5,94.38333423240479,-310.07708724127417
207,0.5,0.5,93.86375178434622,-243.4186864025054
