,Price_Change,Avg_G_Price,StrikePrice,A_G,A_L,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product,Factor,Production_Change,Avg_Production,Load_Change,Avg_Load,CaptureRate_Change,Avg_G_Capture_Rate,Load_CaptureRate_Change,Avg_Load_Capture_Rate
29,,,85.61873751631674,0.1,0.1,11.327086941665659,81.00692640540727,-258.11791311694253,79.32126546949083,-259.8035740497056,2.8414527855592095,Production (Expected),0.85,80.46570543597798,,,,,,
30,,,85.60909225192411,0.1,0.1,11.875520862871916,85.77152847094415,-258.0219755565515,83.98992994373971,-259.8035740497056,3.174093251472976,Production (Expected),0.9,85.19744466608525,,,,,,
31,,,85.56345379525823,0.1,0.1,11.879537937478645,90.5357342303606,-257.9264342333713,88.65859441798861,-259.8035740497056,3.523653882629778,Production (Expected),0.95,89.92918389619248,,,,,,
32,,,85.52103036125166,0.1,0.1,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Production (Expected),1.0,94.66092312629972,,,,,,
33,,,85.50223177064439,0.1,0.1,12.280718585312243,100.06144601042328,-257.7376770531797,97.99554901512538,-259.8035740497056,4.267930397717839,Production (Expected),1.05,99.39266235640697,,,,,,
34,,,85.49598987322297,0.1,0.1,12.805385665913754,104.82362641891598,-257.6437478474822,102.66380020863504,-259.8035740497056,4.664849241213702,Production (Expected),1.1,104.12440158651421,,,,,,
35,,,85.46928352740225,0.1,0.1,13.019889118119979,109.58510288873882,-257.5504536572911,107.33198249359928,-259.8035740497056,5.0765515088539654,Production (Expected),1.15,108.85614081662146,,,,,,
36,,,85.44676249291426,0.1,0.1,13.280103578972081,114.34586560286607,-257.4578732248314,112.00016477856354,-259.8035740497056,5.5023123584745255,Production (Expected),1.2,113.58788004672874,,,,,,
37,,,85.37852333648118,0.1,0.1,13.430977387029415,123.86425153371823,-257.2747196213056,121.33539710261732,-259.8035740497056,6.395104726868489,Production (Expected),1.3,123.05135850694322,,,,,,
38,,,85.34409717964394,0.1,0.1,14.039517155316492,133.37900573084224,-257.0950415849592,130.67047321301607,-259.8035740497056,7.336148256353601,Production (Expected),1.4,132.51483696715772,,,,,,
39,,,85.51669489098875,0.1,0.1,11.886559652227744,95.31383037834684,-257.82805382337915,93.33831014938299,-259.8035740497056,3.9026801698351674,Production (Std),0.6,94.65046771663779,,,,,,
40,,,85.51977470148532,0.1,0.1,11.922882542822897,95.31090996379567,-257.8289986146186,93.33633452680792,-259.8035740497056,3.898948152602168,Production (Std),0.7,94.65308156905328,,,,,,
41,,,85.52460812700494,0.1,0.1,11.982814548452351,95.30766383765582,-257.8301726184439,93.33426240412544,-259.8035740497056,3.894313213382791,Production (Std),0.8,94.65569542146878,,,,,,
42,,,85.5204590679433,0.1,0.1,11.921044430430602,95.30573801661214,-257.83070317521276,93.33286714779331,-259.8035740497056,3.8922194762280857,Production (Std),0.85,94.65700234767651,,,,,,
43,,,85.5206727430227,0.1,0.1,11.921057330279513,95.30348317737258,-257.83114751399,93.3310566447644,-259.8035740497056,3.8904664326659146,Production (Std),0.9,94.65830927388426,,,,,,
44,,,85.52087228732208,0.1,0.1,11.921058593213232,95.3012005699178,-257.83156408722846,93.32919061269753,-259.8035740497056,3.8888232817425203,Production (Std),0.95,94.65961620009199,,,,,,
45,,,85.52103036125166,0.1,0.1,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Production (Std),1.0,94.66092312629972,,,,,,
46,,,85.52115173443345,0.1,0.1,11.92104812360621,95.29638210414275,-257.83214930023433,93.32495736260049,-259.8035740497056,3.8865155271964467,Production (Std),1.05,94.66223005250747,,,,,,
47,,,85.52332891563712,0.1,0.1,11.950111616246193,95.29386684305827,-257.8323630934908,93.32265583296348,-259.8035740497056,3.8856727401101034,Production (Std),1.1,94.66353697871521,,,,,,
48,,,85.53682134340816,0.1,0.1,12.140346779773298,95.29123125771473,-257.8326970966925,93.32035430332645,-259.8035740497056,3.884355966628479,Production (Std),1.15,94.66484390492295,,,,,,
49,,,85.54545345300629,0.1,0.1,12.264296262351605,95.28856985444226,-257.8330569695044,93.31805277368942,-259.8035740497056,3.8829375644516917,Production (Std),1.2,94.66615083113068,,,,,,
50,,,85.56037310775405,0.1,0.1,12.482081741413197,95.2828843473443,-257.83405634414333,93.3133666396993,-259.8035740497056,3.878999996625259,Production (Std),1.3,94.66876468354616,,,,,,
51,,,85.55846756034454,0.1,0.1,12.424967825806997,95.27967894177598,-257.8380533051814,93.30812827621345,-259.8035740497056,3.875123732043675,Production (Std),1.4,94.67137853596165,,,,,,
52,,,85.15888212652703,0.1,0.1,8.611986326012016,95.17436351942749,-154.0794342004643,93.32715418383083,-155.92476102952267,3.4087049458635925,Load Sensitivity (Expected),,,0.6,86.56060929400454,,,,
53,,,85.28173822892488,0.1,0.1,9.517429290040493,95.22661663751795,-179.9942075382524,93.32715418383083,-181.8936699933578,3.6079576156610806,Load Sensitivity (Expected),,,0.7,100.97740611971606,,,,
54,,,85.39532930389665,0.1,0.1,10.561726257984674,95.25984123206042,-205.9301859651217,93.32715418383083,-207.86287301666425,3.735279232797348,Load Sensitivity (Expected),,,0.8,115.3942029454276,,,,
55,,,85.4274638536318,0.1,0.1,10.867865439399484,95.27319052497533,-218.90225142667043,93.32715418383083,-220.84787979262424,3.7862635065077135,Load Sensitivity (Expected),,,0.85,122.60260135828335,,,,
56,,,85.48018816580024,0.1,0.1,11.469286155668723,95.28346613206412,-231.87658301942824,93.32715418383083,-233.83289495461042,3.827156413268303,Load Sensitivity (Expected),,,0.9,129.8109997711391,,,,
57,,,85.50449662826887,0.1,0.1,11.741116643600074,95.29178290027161,-244.8533838775714,93.32715418383083,-246.81801256702974,3.8597659404533022,Load Sensitivity (Expected),,,0.95,137.01939818399487,,,,
58,,,85.52103036125166,0.1,0.1,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Load Sensitivity (Expected),,,1.0,144.22779659685062,,,,
59,,,85.57112177524345,0.1,0.1,12.610360254978266,95.30503116641405,-270.8112704863736,93.32715418383083,-272.7891474701544,3.9119973606011578,Load Sensitivity (Expected),,,1.05,151.43619500970638,,,,
60,,,85.59360502748993,0.1,0.1,12.925681616923294,95.30985923064605,-283.7920169865652,93.32715418383083,-285.77472203143594,3.9311192988112005,Load Sensitivity (Expected),,,1.1,158.64459342256214,,,,
61,,,85.61497314948404,0.1,0.1,13.238971189888481,95.31445160087561,-296.77301273700573,93.32715418383083,-298.76031015506663,3.949351025812209,Load Sensitivity (Expected),,,1.15,165.8529918354179,,,,
62,,,85.64210707692422,0.1,0.1,13.672039794548233,95.31860566446507,-309.75447851123863,93.32715418383083,-311.7459299924741,3.965879000917603,Load Sensitivity (Expected),,,1.2,173.06139024827368,,,,
63,,,85.6732213345037,0.1,0.1,14.176764101012624,95.32617176787979,-335.7181520711308,93.32715418383083,-337.7171696672889,3.9960713255432565,Load Sensitivity (Expected),,,1.3,187.47818707398517,,,,
64,,,85.70722584087454,0.1,0.1,14.787359672101093,95.33174376409129,-361.6839070934214,93.32715418383083,-363.68849657518257,4.018379187838157,Load Sensitivity (Expected),,,1.4,201.89498389969674,,,,
65,,,85.56982216680004,0.1,0.1,12.536984748851477,95.31290109033951,-257.78186521530756,93.32715418383083,-259.76761212095823,3.9431907750050055,Load Sensitivity (Std),,,0.6,144.20386526095646,,,,
66,,,85.56858239218289,0.1,0.1,12.536984737801037,95.31017795214571,-257.79319913861616,93.32715418383083,-259.7762229050597,3.9323832619908003,Load Sensitivity (Std),,,0.7,144.20984809493,,,,
67,,,85.56719877552662,0.1,0.1,12.536986705792875,95.30713857721932,-257.80525547073734,93.32715418383083,-259.7852398639052,3.9203381976251337,Load Sensitivity (Std),,,0.8,144.21583092890353,,,,
68,,,85.56265315206514,0.1,0.1,12.480440906536503,95.30532972999644,-257.81161697486203,93.32715418383083,-259.78979255864,3.913178565851441,Load Sensitivity (Std),,,0.85,144.21882234589032,,,,
69,,,85.54821980906259,0.1,0.1,12.28013500503567,95.30323732618902,-257.81828159520757,93.32715418383083,-259.7943647405487,3.904904591406771,Load Sensitivity (Std),,,0.9,144.22181376287708,,,,
70,,,85.53335265412106,0.1,0.1,12.079845161134774,95.30108425079113,-257.8250387575228,93.32715418383083,-259.79896882471076,3.896399909699274,Load Sensitivity (Std),,,0.95,144.22480517986384,,,,
71,,,85.52103036125166,0.1,0.1,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Load Sensitivity (Std),,,1.0,144.22779659685062,,,,
72,,,85.51960121686425,0.1,0.1,11.916771457176681,95.29648898563623,-257.83885646230755,93.32715418383083,-259.808191269515,3.8782795722404115,Load Sensitivity (Std),,,1.05,144.23078801383738,,,,
73,,,85.52763057933917,0.1,0.1,12.044364067028306,95.29426641934437,-257.84607524704916,93.32715418383083,-259.81318748246866,3.869530546922101,Load Sensitivity (Std),,,1.1,144.23377943082417,,,,
74,,,85.50462895942178,0.1,0.1,11.741410049751595,95.29201030500273,-257.8534624676407,93.32715418383083,-259.8183185844116,3.860659568259314,Load Sensitivity (Std),,,1.15,144.23677084781093,,,,
75,,,85.50344882055913,0.1,0.1,11.741066174920503,95.28963522199304,-257.8609686499002,93.32715418383083,-259.82344968635454,3.851331821794553,Load Sensitivity (Std),,,1.2,144.2397622647977,,,,
76,,,85.49345272297259,0.1,0.1,11.651293195762934,95.28270205402704,-257.87541832367236,93.32715418383083,-259.8338486424495,3.8298042388122844,Load Sensitivity (Std),,,1.3,144.24574509877124,,,,
77,,,85.46140412530625,0.1,0.1,11.250768161011447,95.2797467341241,-257.89470578412556,93.32715418383083,-259.8449225539284,3.8079787361740878,Load Sensitivity (Std),,,1.4,144.2517279327448,,,,
78,,,85.81134459583342,0.1,0.1,10.23983812436858,57.130190336297744,-258.6159889061734,55.94260443086921,-259.8035740497056,1.4103593779551675,Prod. Capture Rate (Expected),,,,,0.6,0.35816013134084124,,
79,,,85.75997365925241,0.1,0.1,11.12801159986841,66.67534778763489,-258.42088556419804,65.29265930070093,-259.8035740497056,1.9118274499274703,Prod. Capture Rate (Expected),,,,,0.7,0.4177385700852802,,
80,,,85.66261297516238,0.1,0.1,11.179860392815131,76.21770062703351,-258.22421986558237,74.63834644488087,-259.8035740497056,2.4943596357953233,Prod. Capture Rate (Expected),,,,,0.8,0.4773170088297192,,
81,,,85.64230193038507,0.1,0.1,11.616000810600605,80.98851456677876,-258.1259015846663,79.31084207381932,-259.8035740497056,2.814584946791961,Prod. Capture Rate (Expected),,,,,0.85,0.5071062282019387,,
82,,,85.61175758080329,0.1,0.1,11.875505467840446,85.75917550375158,-258.0275231376451,83.98312459562166,-259.8035740497056,3.1543568352500158,Prod. Capture Rate (Expected),,,,,0.9,0.5368954475741582,,
83,,,85.56490855467933,0.1,0.1,11.879537343779068,90.5292517741099,-257.9294621021286,88.65513983131794,-259.8035740497056,3.5122955830832123,Prod. Capture Rate (Expected),,,,,0.95,0.5666846669463778,,
84,,,85.52103036125166,0.1,0.1,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Prod. Capture Rate (Expected),,,,,1.0,0.5964738863185973,,
85,,,85.48757388568407,0.1,0.1,12.101424054708561,100.06783557528479,-257.73399554509007,97.99845152477289,-259.8035740497056,4.282752748733686,Prod. Capture Rate (Expected),,,,,1.05,0.6262631056908167,,
86,,,85.47646305315713,0.1,0.1,12.55920749376945,104.83903697117434,-257.63842394880834,102.6692440991471,-259.8035740497056,4.697927255795984,Prod. Capture Rate (Expected),,,,,1.1,0.6560523250630362,,
87,,,85.45433432201344,0.1,0.1,12.881682780440263,109.60471227204198,-257.5382145849421,107.33935280653411,-259.8035740497056,5.131853506279819,Prod. Capture Rate (Expected),,,,,1.15,0.6858415444352558,,
88,,,85.42124322886343,0.1,0.1,13.021497583453952,114.37212592650035,-257.4406067921261,112.00915762415853,-259.8035740497056,5.583616729131916,Prod. Capture Rate (Expected),,,,,1.2,0.7156307638074754,,
89,,,85.35557563396587,0.1,0.1,13.280127894007762,123.90661555600006,-257.2457069558899,121.34874845862404,-259.8035740497056,6.542684078732073,Prod. Capture Rate (Expected),,,,,1.3,0.7752092025519144,,
90,,,85.29283551021082,0.1,0.1,13.543371009121852,133.43860872378227,-257.0533046347904,130.6883392930895,-259.8035740497056,7.563981898010623,Prod. Capture Rate (Expected),,,,,1.4,0.8347876412963534,,
91,,,85.18549263897505,0.1,0.1,8.739886090244829,95.19523371954577,-154.04808148219178,93.32715418383083,-155.91616101802313,3.4897211519744213,Load. Capture Rate (Expected),,,,,,,0.6,0.6248006030020277
92,,,85.30901150280737,0.1,0.1,9.726800827553056,95.23857411616201,-179.97448001261682,93.32715418383083,-181.88589990680566,3.6535260848069115,Load. Capture Rate (Expected),,,,,,,0.7,0.7289080694909512
93,,,85.41769919269926,0.1,0.1,10.7994835823136,95.26510337787654,-205.91862177601104,93.32715418383083,-207.85657097172447,3.7556470819343803,Load. Capture Rate (Expected),,,,,,,0.8,0.8330155359798745
94,,,85.45196575924044,0.1,0.1,11.155962066506445,95.27597592020261,-218.89494612053537,93.32715418383083,-220.84290212967215,3.7962190121018065,Load. Capture Rate (Expected),,,,,,,0.85,0.8850692692243364
95,,,85.48242583921291,0.1,0.1,11.494344056385975,95.28413934240601,-231.87264216793727,93.32715418383083,-233.829627323349,3.8297909046926946,Load. Capture Rate (Expected),,,,,,,0.9,0.9371230024687982
96,,,85.5044898130392,0.1,0.1,11.741087890396038,95.29177327266633,-244.8518893916789,93.32715418383083,-246.8165084819776,3.8597281670914656,Load. Capture Rate (Expected),,,,,,,0.95,0.9891767357132598
97,,,85.52103036125166,0.1,0.1,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Load. Capture Rate (Expected),,,,,,,1.0,1.0412304689577219
98,,,85.56635006635977,0.1,0.1,12.535917841185816,95.30542826673897,-270.8126064917146,93.32715418383083,-272.7908805785579,3.9135683548909292,Load. Capture Rate (Expected),,,,,,,1.05,1.0932842022021831
99,,,85.59437776351203,0.1,0.1,12.93122896956704,95.31081568641649,-283.7945279323039,93.32715418383083,-285.7781892704159,3.934912630580391,Load. Capture Rate (Expected),,,,,,,1.1,1.145337935446645
100,,,85.61918136644759,0.1,0.1,13.299393516736693,95.31579325791824,-296.7768946474371,93.32715418383083,-298.765533725371,3.9546853746365174,Load. Capture Rate (Expected),,,,,,,1.15,1.1973916686911066
101,,,85.6427714230009,0.1,0.1,13.672036839436126,95.32019740219482,-309.7598349598114,93.32715418383083,-311.7528781803261,3.9722212745530854,Load. Capture Rate (Expected),,,,,,,1.2,1.2494454019355685
102,,,85.67010761713277,0.1,0.1,14.102830728225971,95.32828792770911,-335.72680861241474,93.32715418383083,-337.72794235804383,4.004536264391916,Load. Capture Rate (Expected),,,,,,,1.3,1.353552868424492
103,,,85.72373829359728,0.1,0.1,15.089595368409723,95.33607576242693,-361.69787776471895,93.32715418383083,-363.7030181435369,4.028169775121724,Load. Capture Rate (Expected),,,,,,,1.4,1.4576603349134152
104,0.6,0.05183688637263165,55.4487767461763,0.1,0.5,17.207478768852884,67.71259586772851,-168.51720610933228,55.23232938221876,-180.99747262910475,155.7570519769458,Price Sensitivity (Expected),,,,,,,,
105,0.7,0.06029906054826937,63.886210327297256,0.1,0.5,17.133461407114908,77.13334674881919,-194.06430849332102,64.7593496535957,-206.4383055864208,153.11580408632048,Price Sensitivity (Expected),,,,,,,,
106,0.8,0.06876123472390708,72.31520766823901,0.1,0.5,17.090843061244552,86.5445470643578,-219.61828134510316,74.28368986663465,-231.87913854373684,150.3286192341236,Price Sensitivity (Expected),,,,,,,,
107,0.85,0.07299232181172596,76.52546017074962,0.1,0.5,17.092469261000797,91.24839791524278,-232.3964588986704,79.04530179234231,-244.59955502239484,148.9155549948033,Price Sensitivity (Expected),,,,,,,,
108,0.9,0.07722340889954481,80.72807167361339,0.1,0.5,17.142329148753632,95.95196618372732,-245.1747317123075,83.80661451119275,-257.32008338875505,147.5095672970628,Price Sensitivity (Expected),,,,,,,,
109,0.95,0.08145449598736366,84.94337912102695,0.1,0.5,17.11127290054931,100.6546972882588,-257.95336299474377,88.5674349959431,-270.04062529448015,146.1019098129327,Price Sensitivity (Expected),,,,,,,,
110,1.0,0.08568558307518252,89.15519855224557,0.1,0.5,17.100145667411045,105.35597692484181,-270.7323501350228,93.32715418383083,-282.76117290436883,144.6925768755005,Price Sensitivity (Expected),,,,,,,,
111,1.05,0.08991667016300138,93.36090480902173,0.1,0.5,17.129097722297992,110.05732952599425,-283.5121269243023,98.08632377820584,-295.483132686182,143.30497878226967,Price Sensitivity (Expected),,,,,,,,
112,1.1,0.09414775725082024,97.57368417662366,0.1,0.5,17.11200199733518,114.75819384366224,-296.29317954980064,102.8453588977809,-308.2060145134918,141.91563665997742,Price Sensitivity (Expected),,,,,,,,
113,1.15,0.09837884433863911,101.78745132234141,0.1,0.5,17.088710086676578,119.45839682020079,-309.07548051972617,107.60389354553206,-320.9299837165226,140.5292469659942,Price Sensitivity (Expected),,,,,,,,
114,1.2,0.10260993142645797,105.72683752462592,0.1,0.5,17.135595812063883,123.36671667087026,-321.0684961002837,112.36208876208902,-333.6550445014427,138.51028181062037,Price Sensitivity (Expected),,,,,,,,
115,1.3,,,0.1,0.5,,,,,,,Price Sensitivity (Expected),,,,,,,,
116,1.4,,,0.1,0.5,,,,,,,Price Sensitivity (Expected),,,,,,,,
117,0.6,0.08526004654766038,87.20324795024666,0.1,0.5,16.811790845655477,100.81875201020338,-264.7126587207589,94.04913960625927,-271.4822711363166,45.82765217825366,Price Sensitivity (Expected),,,,,,,,
118,0.7,0.08536643067954093,87.68891410597438,0.1,0.5,16.935146683456967,101.95531745633907,-266.2129559172943,93.87511058488585,-274.2931628030537,65.28974320107652,Price Sensitivity (Expected),,,,,,,,
119,0.8,0.08547281481142145,88.17394680328218,0.1,0.5,17.02772026293924,103.08709141024465,-267.71341652682077,93.6958713342922,-277.1046366004522,88.19501449317497,Price Sensitivity (Expected),,,,,,,,
120,0.85,0.08552600687736173,88.41698906602389,0.1,0.5,17.065826450150325,103.65477749177799,-268.4665337846289,93.60464246338417,-278.5166688149875,101.00521410869484,Price Sensitivity (Expected),,,,,,,,
121,0.9,0.085579198943302,88.65913793421097,0.1,0.5,17.106203613335413,104.22245662984402,-269.2202521860713,93.51253625892396,-279.9301725890578,114.70239469487731,Price Sensitivity (Expected),,,,,,,,
122,0.95,0.08563239100924226,88.90344885056034,0.1,0.5,17.128596984593468,104.7895423463634,-269.97554384081707,93.41996602485513,-281.3451201432383,129.26726551359027,Price Sensitivity (Expected),,,,,,,,
123,1.0,0.08568558307518252,89.15519855224558,0.1,0.5,17.10014566741103,105.35597692484185,-270.7323501350228,93.32715418383083,-282.76117290436883,144.692576875501,Price Sensitivity (Expected),,,,,,,,
124,1.05,0.08573877514112278,89.40130354559388,0.1,0.5,17.109745852064393,105.92251440542644,-271.4899760017246,93.23380677787841,-284.1786836544903,161.0033015773757,Price Sensitivity (Expected),,,,,,,,
125,1.1,0.08579196720706306,89.64380905213025,0.1,0.5,17.13755665369649,106.48781281907277,-272.2479070230197,93.13951990311705,-285.5962001087755,178.1769260366951,Price Sensitivity (Expected),,,,,,,,
126,1.15,0.08584515927300333,89.89543892606903,0.1,0.5,17.11198384690089,107.052287445025,-273.0061745733435,93.04474549267624,-287.0137165630607,196.21123207025045,Price Sensitivity (Expected),,,,,,,,
127,1.2,0.0858983513389436,90.14942915685292,0.1,0.5,17.076419814515095,107.6166110961192,-273.7644057107083,92.94971738052772,-288.4312994354106,215.11777139808484,Price Sensitivity (Expected),,,,,,,,
128,1.3,0.08600473547082413,90.63908315150985,0.1,0.5,17.101276602091467,108.74441422198925,-275.2815781775574,92.75944551773135,-291.26654692393146,255.51922514933023,Price Sensitivity (Expected),,,,,,,,
129,1.4,0.08611111960270466,91.1262102760229,0.1,0.5,17.130227389443398,109.86997280106667,-276.79986474823767,92.56804306349107,-294.10179441245236,299.35677137471754,Price Sensitivity (Expected),,,,,,,,
130,,,89.42489691546851,0.1,0.5,17.10013440918208,67.19691470788761,-271.5403459113666,55.976087727618626,-282.76117290436883,125.90695826400984,Production (Expected),0.6,56.80700928544175,,,,,,
131,,,89.35720177014437,0.1,0.5,17.100135784445982,76.7382282606999,-271.3375357729575,65.31459113858573,-282.76117290436883,130.49948520395245,Production (Expected),0.7,66.27048774565624,,,,,,
132,,,89.28977260913396,0.1,0.5,17.100137032264257,86.27823256804089,-271.1355224130981,74.65258208470141,-282.76117290436883,135.1557492529775,Production (Expected),0.8,75.73396620587074,,,,,,
133,,,89.25608763658475,0.1,0.5,17.10013881471525,91.04783337646174,-271.0346049912598,79.32126546949083,-282.76117290436883,137.51239494877913,Production (Expected),0.85,80.46570543597798,,,,,,
134,,,89.22241844653453,0.1,0.5,17.100139237619523,95.81736865897457,-270.9337341764401,83.98992994373971,-282.76117290436883,139.88830671277233,Production (Expected),0.9,85.19744466608525,,,,,,
135,,,89.18875747266233,0.1,0.5,17.100139844458173,100.58687926774068,-270.83288805943414,88.65859441798861,-282.76117290436883,142.28397939936178,Production (Expected),0.95,89.92918389619248,,,,,,
