,KG_Factor,KL_Factor,A_G,A_L,StrikePrice,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product,Gamma,Factor
63,-0.01,-0.1,0.1,0.1,50.52784841572392,30.0,94.3308257901358,-258.0361992855348,92.3934695698681,-259.8035740497056,3.4240344929105104,1.0,Production Bias
64,-0.01,-0.05,0.1,0.1,50.52643022789284,30.0,94.32817816445164,-257.94054295356705,92.3934695698681,-259.8035740497056,3.6044222736756857,1.0,Production Bias
65,-0.01,-0.01,0.1,0.1,50.525367041168614,30.0,94.3261932930429,-257.86405190504973,92.3934695698681,-259.8035740497056,3.748560460599295,1.0,Production Bias
66,-0.01,0.0,0.1,0.1,50.5251034439274,30.0,94.32570118134174,-257.84495652719835,92.3934695698681,-259.8035740497056,3.7845026917747258,1.0,Production Bias
67,-0.01,0.01,0.1,0.1,50.52484506730418,30.0,94.32521881605217,-257.8258611494755,92.3934695698681,-259.8035740497056,3.8204454041880633,1.0,Production Bias
68,-0.01,0.05,0.1,0.1,50.52364781832236,29.999999936784192,94.32298366272201,-257.7497467881752,92.3934695698681,-259.8035740497056,3.962888645410538,0.9999999978928064,Production Bias
69,-0.01,0.1,0.1,0.1,50.52201721352826,30.0,94.31993947425828,-257.6553312357842,92.3934695698681,-259.8035740497056,4.138525128342037,1.0,Production Bias
70,0.0,-0.1,0.1,0.1,50.527049665113914,30.0,95.28565788885463,-258.0348389275547,93.32715418383083,-259.8035740497056,3.46407428993832,1.0,Production Bias
71,0.0,-0.05,0.1,0.1,50.52563147741149,30.0,95.2829834214331,-257.93910700622627,93.32715418383083,-259.8035740497056,3.646579156182784,1.0,Production Bias
72,0.0,-0.01,0.1,0.1,50.52456829079143,30.0,95.28097842733148,-257.862555466528,93.32715418383083,-259.8035740497056,3.792409164897664,1.0,Production Bias
73,0.0,0.0,0.1,0.1,50.52430469357419,30.0,95.2804813265819,-257.8434449708079,93.32715418383083,-259.8035740497056,3.8287733331065357,1.0,Production Bias
74,0.0,0.01,0.1,0.1,50.52404631697624,30.0,95.27999407105675,-257.82433447521987,93.32715418383083,-259.8035740497056,3.8651379874318224,1.0,Production Bias
75,0.0,0.05,0.1,0.1,50.52284906791123,29.99999993674302,95.27773625729176,-257.7481595215204,93.32715418383083,-259.8035740497056,4.009254732209266,0.999999997891434,Production Bias
76,0.0,0.1,0.1,0.1,50.521218464850605,30.0,95.27466120970843,-257.6536683816954,93.32715418383083,-259.8035740497056,4.186956393423948,1.0,Production Bias
77,0.01,-0.1,0.1,0.1,50.52626621337201,30.0,96.24048889243231,-258.03350462518824,94.26083660635479,-259.8035740497056,3.5041219827617462,1.0,Production Bias
78,0.01,-0.05,0.1,0.1,50.524848025651124,30.0,96.23778758299807,-257.93769856203977,94.26083660635479,-259.8035740497056,3.688744367635752,1.0,Production Bias
79,0.01,-0.01,0.1,0.1,50.523784839026476,30.0,96.23576246600035,-257.8610876895672,94.26083660635479,-259.8035740497056,3.8362665446460946,1.0,Production Bias
80,0.01,0.0,0.1,0.1,50.52352124180157,30.0,96.23526037614299,-257.84196236547484,94.26083660635479,-259.8035740497056,3.873052736439512,1.0,Production Bias
81,0.01,0.01,0.1,0.1,50.52326286519806,30.0,96.23476823032452,-257.82283704151826,94.26083660635479,-259.8035740497056,3.909839419228229,1.0,Production Bias
82,0.01,0.05,0.1,0.1,50.52206561605421,29.99999993670257,96.23248775612986,-257.74660265595764,94.26083660635479,-259.8035740497056,4.055630013537617,0.9999999978900856,Production Bias
83,0.01,0.1,0.1,0.1,50.52043501325342,30.0,96.22938184668558,-257.6520373734344,94.26083660635479,-259.8035740497056,4.235397283470883,1.0,Production Bias
84,0.05,-0.1,0.1,0.1,50.5238500350225,30.0,100.06093758109473,-258.0293896142474,97.99554901512538,-259.8035740497056,3.6643802469161857,1.0,Production Bias
85,0.05,-0.05,0.1,0.1,50.521859601643584,30.0,100.05699558874952,-257.9323261464897,97.99554901512538,-259.8035740497056,3.857477578485834,1.0,Production Bias
86,0.05,-0.01,0.1,0.1,50.5207964150455,30.0,100.05488998025467,-257.8554889532256,97.99554901512538,-259.8035740497056,4.011771442739206,1.0,Production Bias
87,0.05,0.0,0.1,0.1,50.520532817803925,30.0,100.05436793399102,-257.83630706732976,97.99554901512538,-259.8035740497056,4.05024648177514,1.0,Production Bias
88,0.05,0.01,0.1,0.1,50.5202744411907,30.0,100.05385622702192,-257.8171251815823,97.99554901512538,-259.8035740497056,4.08872203132196,1.0,Production Bias
89,0.05,0.05,0.1,0.1,50.519077191607245,29.99999993654833,100.05148511083263,-257.74066409691727,97.99554901512538,-259.8035740497056,4.241211034131304,0.9999999978849444,Production Bias
90,0.05,0.1,0.1,0.1,50.5174465904627,30.0,100.04825575526476,-257.6458160034396,97.99554901512538,-259.8035740497056,4.429244485160202,1.0,Production Bias
91,0.1,-0.1,0.1,0.1,50.519815335320445,30.0,104.83387882430517,-258.02251808780557,102.66380020863504,-259.8035740497056,3.865031456231105,1.0,Production Bias
92,0.1,-0.05,0.1,0.1,50.518397147666754,30.0,104.83093593720928,-257.92610154732307,102.66380020863504,-259.8035740497056,4.068737739328895,1.0,Production Bias
93,0.1,-0.01,0.1,0.1,50.517333961093975,30.0,104.82872971433218,-257.84900213378734,102.66380020863504,-259.8035740497056,4.231510411778483,1.0,Production Bias
94,0.1,0.0,0.1,0.1,50.51707036382797,30.0,104.82818272254968,-257.82975471412846,102.66380020863504,-259.8035740497056,4.272100055549832,1.0,Production Bias
95,0.1,0.01,0.1,0.1,50.5168119871996,30.0,104.82764656413403,-257.8105072946348,102.66380020863504,-259.8035740497056,4.312690234226147,1.0,Production Bias
96,0.1,0.05,0.1,0.1,50.51561473714873,29.99999993636949,104.82516214552844,-257.73378355146883,102.66380020863504,-259.8035740497056,4.473566400232611,0.9999999978789831,Production Bias
97,0.1,0.1,0.1,0.1,50.513984137846336,30.0,104.82177848218507,-257.6386077868236,102.66380020863504,-259.8035740497056,4.6719501582681335,1.0,Production Bias
98,-0.1,-0.1,0.1,0.5,47.71090174869572,29.99999996272042,89.97486873783511,-251.13419881071928,83.80661451119275,-257.32008338875505,38.15610869399092,0.9999999987573474,Price Bias
99,-0.1,-0.05,0.1,0.5,48.97229131225008,29.99999996503933,92.35364080330355,-261.4691697540045,83.80661451119275,-270.04062529448015,73.26045586610421,0.9999999988346443,Price Bias
100,-0.1,-0.01,0.1,0.5,49.981402981642155,29.999999966036903,94.25665849067902,-269.7371465437335,83.80661451119275,-280.2170588190602,109.51554417832183,0.9999999988678968,Price Bias
101,-0.1,0.0,0.1,0.5,50.233682409365926,29.99999996622535,94.73241576084318,-271.80414359762744,83.80661451119275,-282.76117290436883,119.7143244920515,0.9999999988741783,Price Bias
102,-0.1,0.01,0.1,0.5,50.48598727876442,29.999999966396114,95.2082210097979,-273.87118876745006,83.80661451119275,-285.30538321593554,130.36818573016686,0.9999999988798705,Price Bias
103,-0.1,0.05,0.1,0.5,51.49544688714245,29.999999966943935,97.1118948525573,-282.13982358805754,83.80661451119275,-295.483132686182,177.536468232026,0.9999999988981312,Price Bias
104,-0.1,0.1,0.1,0.5,52.75791656281472,29.999999967431165,99.49270383086103,-292.47693238312274,83.80661451119275,-308.2060145134918,246.72778721336766,0.9999999989143722,Price Bias
105,-0.05,-0.1,0.1,0.5,48.97315991591532,29.9999999560562,92.35527885112045,-253.52141286092814,88.5674349959431,-257.32008338875505,14.38877081667245,0.9999999985352067,Price Bias
106,-0.05,-0.05,0.1,0.5,50.234549446403086,29.999999962674227,94.73405085412693,-263.85638374157315,88.5674349959431,-270.04062529448015,38.13584203099569,0.9999999987558076,Price Bias
107,-0.05,-0.01,0.1,0.5,51.243661091695415,29.9999999646725,96.63706849603031,-272.12436048570004,88.5674349959431,-280.2170588190602,65.30510957698294,0.9999999988224167,Price Bias
108,-0.05,0.0,0.1,0.5,51.4959405135183,29.999999965010428,97.11282575506284,-274.19135752843044,88.5674349959431,-282.76117290436883,73.23242112090618,0.999999998833681,Price Bias
109,-0.05,0.01,0.1,0.5,51.7482453765353,29.999999965307094,97.5886309919801,-276.2584026861813,88.5674349959431,-285.30538321593554,81.6145845312437,0.9999999988435698,Price Bias
110,-0.05,0.05,0.1,0.5,52.75770495517028,29.99999996620226,99.49230477864077,-284.52703745052963,88.5674349959431,-295.483132686182,119.69391377633633,0.9999999988734086,Price Bias
111,-0.05,0.1,0.1,0.5,54.01971323584435,29.999999966924687,101.87224364229094,-294.8631785270659,88.5674349959431,-308.2060145134918,177.5238795990009,0.9999999988974896,Price Bias
112,-0.01,-0.1,0.1,0.5,49.982758349834846,29.999999917816563,94.25921450064139,-255.43079053824914,92.37530640673177,-257.32008338875505,3.5592540928336716,0.9999999972605521,Price Bias
113,-0.01,-0.05,0.1,0.5,51.24414785657662,29.999999958127788,96.63798645804748,-265.7657613731859,92.37530640673177,-270.04062529448015,18.22237715939022,0.9999999986042596,Price Bias
114,-0.01,-0.01,0.1,0.5,52.25325948041459,29.9999999626348,98.54100405943159,-274.033738076678,92.37530640673177,-280.2170588190602,38.12448618719599,0.9999999987544933,Price Bias
115,-0.01,0.0,0.1,0.5,52.505538897917496,29.99999996326933,99.0167613103103,-276.1007351112313,92.37530640673177,-282.76117290436883,44.23499724121306,0.9999999987756444,Price Bias
116,-0.01,0.01,0.1,0.5,52.75784375640086,29.99999996380162,99.49256653867229,-278.1677802604024,92.37530640673177,-285.30538321593554,50.80017695303668,0.9999999987933874,Price Bias
117,-0.01,0.05,0.1,0.5,53.76730331546998,29.999999965281543,101.39624028842118,-286.43641498773343,92.37530640673177,-295.483132686182,81.60984220401392,0.9999999988427181,Price Bias
118,-0.01,0.1,0.1,0.5,55.02931153698187,29.999999966353904,103.77617904049306,-296.7725559523724,92.37530640673177,-308.2060145134918,130.3514048187104,0.9999999988784635,Price Bias
119,0.0,-0.1,0.1,0.5,50.23512612513563,29.999999798600786,94.73513838353462,-255.9080747565144,93.32715418383083,-257.32008338875505,1.9880858440402043,0.9999999932866929,Price Bias
120,0.0,-0.05,0.1,0.5,51.49651562631717,29.99999995594164,97.11391032765174,-266.24304557812536,93.32715418383083,-270.04062529448015,14.380508322556166,0.999999998531388,Price Bias
121,0.0,-0.01,0.1,0.5,52.5056272448237,29.9999999618601,99.016927918949,-274.5110222715,93.32715418383083,-280.2170588190602,32.466056879932296,0.9999999987286701,Price Bias
122,0.0,0.0,0.1,0.5,52.757906661374655,29.999999962624564,99.49268516802856,-276.5780193042508,93.32715418383083,-282.76117290436883,38.12242510158147,0.9999999987541521,Price Bias
123,0.0,0.01,0.1,0.5,53.01021151843445,29.99999996325988,99.96849039370349,-278.6450644507271,93.32715418383083,-285.30538321593554,44.23341618467322,0.9999999987753294,Price Bias
124,0.0,0.05,0.1,0.5,54.01967107297512,29.99999996497633,101.87216413490688,-286.91369916948827,93.32715418383083,-295.483132686182,73.22589467523251,0.9999999988325443,Price Bias
125,0.0,0.1,0.1,0.5,55.281679285941365,29.999999966176002,104.2521028708601,-297.24984011796244,93.32715418383083,-308.2060145134918,119.6956430773025,0.9999999988725334,Price Bias
126,0.01,-0.1,0.1,0.5,,,,,,,,,Price Bias
127,0.01,-0.05,0.1,0.5,51.748879910632226,29.999999952766224,97.58982762434339,-266.7203231913649,94.27898880925251,-270.04062529448015,10.992985080821798,0.9999999984255408,Price Bias
128,0.01,-0.01,0.1,0.5,52.757991526636935,29.999999960888537,99.49284521086955,-274.9882998799563,94.27898880925251,-280.2170588190602,27.26199826715916,0.9999999986962845,Price Bias
129,0.01,0.0,0.1,0.5,53.01027093906909,29.999999961847678,99.96860245217869,-277.0552969049113,94.27898880925251,-282.76117290436883,32.46422993135861,0.999999998728256,Price Bias
130,0.01,0.01,0.1,0.5,53.262575794855934,29.999999962613966,100.44440767544921,-279.1223420489779,94.27898880925251,-285.30538321593554,38.12103866123157,0.9999999987537989,Price Bias
131,0.01,0.05,0.1,0.5,54.27203534483157,29.99999996462866,102.3480814080367,-287.3909767590985,94.27898880925251,-295.483132686182,65.29635549943687,0.9999999988209554,Price Bias
132,0.01,0.1,0.1,0.5,55.53404354997263,29.999999965979704,104.72802012922936,-297.7271176927699,94.27898880925251,-308.2060145134918,109.49432107852901,0.9999999988659901,Price Bias
133,0.05,-0.1,0.1,0.5,,,,,,,,,Price Bias
134,0.05,-0.05,0.1,0.5,52.758336121301554,29.999999791098084,99.49349506724113,-268.62943189544706,98.08632377820584,-270.04062529448015,1.985790834395493,0.9999999930366028,Price Bias
135,0.05,-0.01,0.1,0.5,53.76744771923333,29.99999995264093,101.39651261604921,-276.89740854623483,98.08632377820584,-280.2170588190602,10.988669278650192,0.9999999984213643,Price Bias
136,0.05,0.0,0.1,0.5,54.01972712875709,29.999999955823064,101.87226985182066,-278.96440556563766,98.08632377820584,-282.76117290436883,14.374356398498284,0.9999999985274355,Price Bias
137,0.05,0.01,0.1,0.5,54.27203197968023,29.99999995801379,102.34807506588636,-281.0314507004715,98.08632377820584,-285.30538321593554,18.214437401238477,0.9999999986004597,Price Bias
138,0.05,0.05,0.1,0.5,55.28149150677786,29.999999962575888,104.25174875527105,-289.3000853672637,98.08632377820584,-295.483132686182,38.121114374434896,0.9999999987525297,Price Bias
139,0.05,0.1,0.1,0.5,56.54349968761676,29.999999964939143,106.6316874306091,-299.6362262549518,98.08632377820584,-308.2060145134918,73.23195709332026,0.9999999988313047,Price Bias
140,0.1,-0.1,0.1,0.5,,,,,,,,,Price Bias
141,0.1,-0.05,0.1,0.5,,,,,,,,,Price Bias
142,0.1,-0.01,0.1,0.5,,,,,,,,,Price Bias
143,0.1,0.0,0.1,0.5,55.281511971607316,29.99999978303013,104.25178735751221,-281.350724456888,102.8453588977809,-282.76117290436883,1.9836948375209322,0.999999992767671,Price Bias
144,0.1,0.01,0.1,0.5,55.53381681793616,29.99999991576618,104.72759255987062,-283.41776957998366,102.8453588977809,-285.30538321593554,3.552929926608193,0.9999999971922059,Price Bias
145,0.1,0.05,0.1,0.5,56.543276325944625,29.99999995569475,106.63126621242327,-291.68640420985884,102.8453588977809,-295.483132686182,14.374062110222816,0.9999999985231584,Price Bias
146,0.1,0.1,0.1,0.5,57.805284472724395,29.999999962514217,109.01120482343023,-302.0225450330283,102.8453588977809,-308.2060145134918,38.12632010249315,0.9999999987504739,Price Bias
147,-0.1,-0.1,0.1,0.5,52.780571457058336,29.999999962693582,89.54567120212045,-277.1881844737329,83.98992994373971,-282.76117290436883,30.962081756562466,0.9999999987564527,Production Bias
148,-0.1,-0.05,0.1,0.5,52.77341922809456,29.999999962779366,89.53353698068008,-276.8911327165064,83.98992994373971,-282.76117290436883,32.5411960925571,0.9999999987593122,Production Bias
149,-0.1,-0.01,0.1,0.5,52.76791167781071,29.99999996270151,89.52419306353079,-276.65366236429315,83.98992994373971,-282.76117290436883,33.80057033567612,0.999999998756717,Production Bias
150,-0.1,0.0,0.1,0.5,52.76658471484393,29.99999996271754,89.52194178458494,-276.59443145485494,83.98992994373971,-282.76117290436883,34.114486718141926,0.9999999987572513,Production Bias
151,-0.1,0.01,0.1,0.5,52.76528404756422,29.99999996273331,89.51973511798181,-276.53520054342994,83.98992994373971,-282.76117290436883,34.428414176208214,0.999999998757777,Production Bias
152,-0.1,0.05,0.1,0.5,52.75840904705847,29.99999996211817,89.50807123255564,-276.29960815001124,83.98992994373971,-282.76117290436883,35.655827261378384,0.9999999987372724,Production Bias
153,-0.1,0.1,0.1,0.5,52.750256051909496,29.99999996201262,89.4942391461914,-276.0087706560231,83.98992994373971,-282.76117290436883,37.167309834224916,0.999999998733754,Production Bias
154,-0.05,-0.1,0.1,0.5,52.77601779757404,29.99999996264717,94.53239269889889,-277.1804349107016,88.65859441798861,-282.76117290436883,32.78012923341333,0.9999999987549056,Production Bias
155,-0.05,-0.05,0.1,0.5,52.76886556861784,29.99999996273454,94.5195816278263,-276.88295221890485,88.65859441798861,-282.76117290436883,34.452176254107755,0.9999999987578181,Production Bias
156,-0.05,-0.01,0.1,0.5,52.76335801828407,29.999999962657366,94.50971650475304,-276.64513655703206,88.65859441798861,-282.76117290436883,35.78567535535627,0.9999999987552456,Production Bias
157,-0.05,0.0,0.1,0.5,52.76203105529067,29.999999962673765,94.50733964890529,-276.5858194606259,88.65859441798861,-282.76117290436883,36.11806900331645,0.9999999987557922,Production Bias
158,-0.05,0.01,0.1,0.5,52.76073038798765,29.999999962690083,94.50500989389289,-276.52650236223826,88.65859441798861,-282.76117290436883,36.45047434467671,0.999999998756336,Production Bias
159,-0.05,0.05,0.1,0.5,52.753855397695666,29.999999962072444,94.49269541256587,-276.2905617661838,88.65859441798861,-282.76117290436883,37.750198876807815,0.9999999987357481,Production Bias
160,-0.05,0.1,0.1,0.5,52.74570239237525,29.999999961968964,94.47809175104334,-275.99929331359306,88.65859441798861,-282.76117290436883,39.350740244956825,0.9999999987322988,Production Bias
161,-0.01,-0.1,0.1,0.5,52.77269215409749,29.99999996261002,98.52174169064743,-277.17477522450235,92.3934695698681,-282.76117290436883,34.23496515711207,0.9999999987536673,Production Bias
162,-0.01,-0.05,0.1,0.5,52.765539925002805,29.999999962695288,98.50838913959986,-276.87697781090395,92.3934695698681,-282.76117290436883,35.981379729147974,0.9999999987565096,Production Bias
163,-0.01,-0.01,0.1,0.5,52.76003237411434,29.99999996261692,98.4981070508193,-276.63890996037117,92.3934695698681,-282.76117290436883,37.37419583616679,0.9999999987538972,Production Bias
164,-0.01,0.0,0.1,0.5,52.758705411131636,29.99999996263284,98.49562973350606,-276.5795299196616,92.3934695698681,-282.76117290436883,37.721375567112666,0.999999998754428,Production Bias
165,-0.01,0.01,0.1,0.5,52.757404743839786,29.999999962648445,98.49320150781858,-276.52014987697186,92.3934695698681,-282.76117290436883,38.068567485697734,0.9999999987549482,Production Bias
166,-0.01,0.05,0.1,0.5,52.750529736523475,29.99999996203303,98.48036650412595,-276.2839549317438,92.3934695698681,-282.76117290436883,39.4261582200913,0.9999999987344343,Production Bias
167,-0.01,0.1,0.1,0.5,52.74237674787786,29.99999996192603,98.46514562741159,-275.99237178784983,92.3934695698681,-282.76117290436883,41.09796767744202,0.9999999987308676,Production Bias
168,0.0,-0.1,0.1,0.5,52.77189340383026,29.999999962601763,99.5190618506889,-277.1734158858071,93.32715418383083,-282.76117290436883,34.5988755237723,0.9999999987533921,Production Bias
