,A_G,A_L,Revenue_G_CP,Revenue_L_CP
0,0.5,0.5,92.98599899558957,-264.57829084858656
1,0.5,0.5,101.5481051516999,-233.30770587279233
2,0.5,0.5,92.47925664844321,-282.84739496675127
3,0.5,0.5,92.00769334837882,-240.08883290857662
4,0.5,0.5,93.60607879662301,-253.7378216262324
5,0.5,0.5,97.91742757958721,-219.11175959138242
6,0.5,0.5,95.46420290897451,-269.0058182697358
7,0.5,0.5,90.05692747805308,-290.67445505323616
8,0.5,0.5,95.61883915933026,-229.79522083188135
9,0.5,0.5,96.33295522840217,-239.92079511419485
10,0.5,0.5,95.53202424048366,-273.4413279587112
11,0.5,0.5,95.74332345440885,-250.2625611568446
12,0.5,0.5,97.40532528457877,-279.13968016894705
13,0.5,0.5,90.14527576135058,-251.46497859076683
14,0.5,0.5,100.13450427327722,-255.00137732696476
15,0.5,0.5,95.9490911990222,-300.7028638539791
16,0.5,0.5,93.12734424430343,-249.35282194062918
17,0.5,0.5,91.62550609576331,-263.4607375187527
18,0.5,0.5,91.38285944095554,-236.1327593139697
19,0.5,0.5,97.90921405393475,-260.640123920222
20,0.5,0.5,97.77735286005954,-226.3907057109128
21,0.5,0.5,98.4043272540671,-240.66047569913394
22,0.5,0.5,94.88523032315028,-260.5050017060679
23,0.5,0.5,92.81277266533961,-274.9270789633996
24,0.5,0.5,97.15498778018018,-213.12640689299147
25,0.5,0.5,102.64799018213424,-271.5814886986125
26,0.5,0.5,95.68271300383516,-284.435876611165
27,0.5,0.5,100.64238926838078,-244.5613834493877
28,0.5,0.5,100.1182308809272,-264.0216247026107
29,0.5,0.5,87.34019045912235,-260.79608878716755
30,0.5,0.5,99.51241194333048,-248.07406150627708
31,0.5,0.5,85.18243560330517,-246.49423785815088
32,0.5,0.5,97.48248588499047,-250.52665628888744
33,0.5,0.5,93.36698868910551,-293.49423355137407
34,0.5,0.5,93.41623983124992,-282.7316492814529
35,0.5,0.5,89.89066712427731,-272.46314806755976
36,0.5,0.5,99.45472837367674,-269.8019797192896
37,0.5,0.5,99.55799674240468,-239.3092279972279
38,0.5,0.5,102.74642249515138,-227.57574905945833
39,0.5,0.5,90.44843899016256,-256.51010386234725
40,0.5,0.5,97.1816290505717,-251.1744359135977
41,0.5,0.5,103.3229035647969,-258.4767832284222
42,0.5,0.5,95.78045576252768,-238.14958339214564
43,0.5,0.5,87.22714015771763,-289.7655259324091
44,0.5,0.5,90.0825295336808,-266.0151436771366
45,0.5,0.5,91.68361438641114,-232.4361527305488
46,0.5,0.5,86.47751080899883,-276.1928104895135
47,0.5,0.5,96.37680448962313,-307.87385198668636
48,0.5,0.5,94.87820141978293,-245.86383645369125
49,0.5,0.5,94.75584348673146,-234.49822077398204
50,0.5,0.5,93.07741876124207,-242.15248491506384
51,0.5,0.5,97.35965301856805,-203.24546217378418
52,0.5,0.5,105.60847429873986,-264.6456354589364
53,0.5,0.5,102.20453548814788,-275.00040272658873
54,0.5,0.5,91.11052651109762,-249.01792316899963
55,0.5,0.5,96.23347853940545,-257.106327242655
56,0.5,0.5,100.68008714375455,-242.3715428990617
57,0.5,0.5,103.25021663880548,-236.59431105525513
58,0.5,0.5,91.21529163737031,-276.98535108223
59,0.5,0.5,94.66467138226987,-262.58357954616014
60,0.5,0.5,97.60015619858902,-286.68572331766796
61,0.5,0.5,93.46354058746871,-220.4694313395354
62,0.5,0.5,86.86131467813767,-264.30607181874956
63,0.5,0.5,92.44514303097438,-270.86495911220436
64,0.5,0.5,84.98419823081362,-253.54929040215384
65,0.5,0.5,97.91019374928574,-227.1082289682456
66,0.5,0.5,100.54839177907569,-248.15493347108756
67,0.5,0.5,94.6064335188757,-251.42253538917078
68,0.5,0.5,96.48388906117266,-258.3994271754008
69,0.5,0.5,99.77183484782347,-262.055179709408
70,0.5,0.5,88.47154871635638,-274.32725981765503
71,0.5,0.5,96.19293020651737,-265.9532171799898
72,0.5,0.5,90.04936681209817,-255.8989734707614
73,0.5,0.5,94.47395717521199,-276.23204315476664
74,0.5,0.5,98.13685428027986,-283.0336911664263
75,0.5,0.5,94.37023252275485,-241.6664926466495
76,0.5,0.5,91.06646353236582,-260.57987059141135
77,0.5,0.5,102.0143038339893,-219.16170870826826
78,0.5,0.5,99.54094137286177,-231.33558459260132
79,0.5,0.5,99.21829849549776,-233.43251927053475
80,0.5,0.5,93.67908580308888,-269.28296364819494
81,0.5,0.5,91.0044094283783,-238.83126392516658
82,0.5,0.5,90.09475834576295,-286.17251447198873
83,0.5,0.5,98.45665145125355,-246.04593700514565
84,0.5,0.5,92.03673668213537,-238.5039865351336
85,0.5,0.5,91.07573622392187,-297.7489666555963
86,0.5,0.5,100.48958345005295,-277.8127374511756
87,0.5,0.5,95.4544893979784,-255.43328761246767
88,0.5,0.5,92.94024754640604,-224.33161027993503
89,0.5,0.5,89.89562060276134,-254.04441732069188
90,0.5,0.5,106.02372813151888,-253.03614216333762
91,0.5,0.5,94.15326450578927,-246.73824516489736
92,0.5,0.5,87.502404375962,-268.9707610248819
93,0.5,0.5,101.41828324507749,-255.62227522403185
94,0.5,0.5,91.37371174981708,-268.9463874651709
95,0.5,0.5,97.26589786215517,-246.5243868756184
96,0.5,0.5,95.13644846316052,-249.87342362724675
97,0.5,0.5,96.15002448653553,-242.83016075756174
98,0.5,0.5,97.95273822446121,-264.1107813053101
99,0.5,0.5,102.21572529569772,-208.0776536814969
100,0.5,0.5,99.59075592295672,-266.32664452269455
101,0.5,0.5,96.56498111756741,-254.4076754318998
102,0.5,0.5,94.3979883383235,-290.4872961752789
103,0.5,0.5,96.50068247728343,-229.32547782392126
104,0.5,0.5,91.35986511316001,-290.101802879883
105,0.5,0.5,90.71656237768008,-247.41678733702076
106,0.5,0.5,85.22578475705185,-279.0928028735979
107,0.5,0.5,96.60897678177784,-287.305282388534
108,0.5,0.5,99.21346334341997,-238.75279375473386
109,0.5,0.5,93.49015940846257,-269.63409406236065
110,0.5,0.5,94.54540347847055,-234.58113068831778
111,0.5,0.5,102.43530291177751,-237.47948398318056
112,0.5,0.5,96.78261163570917,-292.8205416539933
113,0.5,0.5,87.9345798924108,-251.37997461946136
114,0.5,0.5,99.1441072665916,-261.70109548838144
115,0.5,0.5,97.81974339989199,-252.6109660123395
116,0.5,0.5,94.53019806588146,-238.27612960510527
117,0.5,0.5,99.93805761696603,-275.71313011988985
118,0.5,0.5,105.18051421671215,-245.7294613915182
119,0.5,0.5,100.62951271736225,-217.75582651787818
120,0.5,0.5,100.63440569832568,-251.99488313908057
121,0.5,0.5,101.95157783912629,-222.19945143181653
122,0.5,0.5,98.48467536595889,-266.4222714214775
123,0.5,0.5,87.81182590497359,-273.9372778162573
124,0.5,0.5,91.35880883047712,-243.85074829131634
125,0.5,0.5,99.45106872873988,-284.41630000798574
126,0.5,0.5,98.28168087789709,-229.49453499333495
127,0.5,0.5,86.82299420779688,-282.8185294927202
128,0.5,0.5,95.75492812952545,-260.3064858285012
129,0.5,0.5,94.53131137782498,-254.1454975016874
130,0.5,0.5,98.49997349339998,-235.06647266360756
131,0.5,0.5,95.99454445649714,-237.38850979676383
132,0.5,0.5,97.51205713208694,-307.8018002674941
133,0.5,0.5,96.3655384970622,-220.1706678801158
134,0.5,0.5,97.78194785677523,-244.56884159343147
135,0.5,0.5,92.0701745216679,-264.6634380085704
136,0.5,0.5,108.20398469915476,-244.05563568125672
137,0.5,0.5,89.9882237499788,-246.57595523643067
138,0.5,0.5,92.84390387049778,-229.4083750069891
139,0.5,0.5,100.15398076834036,-251.83773532659254
140,0.5,0.5,95.90125421571724,-278.63071757414156
141,0.5,0.5,97.00539637094944,-242.4826767664535
142,0.5,0.5,95.942012363628,-255.13179568145813
143,0.5,0.5,96.43084499255937,-240.9771928836574
144,0.5,0.5,92.6066108303739,-259.04481267492076
145,0.5,0.5,98.93940542016925,-259.0094603906034
146,0.5,0.5,100.6269712522585,-273.9408779990921
147,0.5,0.5,94.42739953674288,-245.00019908785708
148,0.5,0.5,96.9534973397467,-263.8650765482636
149,0.5,0.5,93.16672466758625,-257.336177782092
150,0.5,0.5,96.50732263500817,-248.57704002953372
151,0.5,0.5,96.16622230672,-219.24210380651138
152,0.5,0.5,90.57397813305056,-300.8916877523434
153,0.5,0.5,104.62541398353194,-261.21630465458674
154,0.5,0.5,97.61574508452733,-222.6638009766991
155,0.5,0.5,98.38883334165662,-232.64939962711213
156,0.5,0.5,89.90569634833979,-249.4810032838684
157,0.5,0.5,87.40713175154147,-254.41621463994122
158,0.5,0.5,95.49822062631159,-276.3507803954578
159,0.5,0.5,87.35936061843836,-279.73352368302966
160,0.5,0.5,106.38520468918232,-274.6432963039177
161,0.5,0.5,94.93837284990002,-250.11449223305527
162,0.5,0.5,88.89396446399837,-262.3533202276063
163,0.5,0.5,102.09691850202826,-239.36412554166313
164,0.5,0.5,102.0153498456448,-249.0276853161405
165,0.5,0.5,99.35917329087438,-272.0593286984685
166,0.5,0.5,85.58293458474317,-273.35519423389223
167,0.5,0.5,106.11880908219659,-228.84658108944012
168,0.5,0.5,89.83893445658929,-223.38000394576713
169,0.5,0.5,100.69549063798152,-217.0694684763571
170,0.5,0.5,91.60502841286011,-255.8629604720992
171,0.5,0.5,101.62698711216768,-263.05003520246953
172,0.5,0.5,98.21394714418295,-263.7559980622991
