,A_G,A_L,StrikePrice,ContractAmount,Utility_G,Utility_L,NashProductLog,Nash_Product,ThreatPoint_G,ThreatPoint_L
0,0.0,0.0,,,,,,,,
1,0.0,0.1,85.46383139742906,17.393398016228787,98.04156529090956,-257.23745206158503,0.9423948013360663,2.566119411954372,95.47544587972347,-259.8035740497056
2,0.0,0.25,86.72696585865131,17.393398016236894,101.89074440660818,-261.9973686488223,1.8586855332102385,6.41529852988604,95.47544587972347,-268.4126736202043
3,0.0,0.5,88.83218995951502,17.393398016238503,108.30604292919611,-269.9305629573082,2.551832713770187,12.83059705977212,95.47544587972347,-282.76117290436883
4,0.0,0.75,90.9374140582912,17.393398016239136,114.7213414454228,-277.8637572594329,2.957297821878356,19.245895589658268,95.47544587972347,-297.10967218853335
5,0.0,0.9,92.20054851605418,17.393398016239367,118.5705205505795,-282.62367383612843,3.1396193786723243,23.09507470759024,95.47544587972347,-305.71877175903205
6,0.0,1.0,93.04263815370992,17.39339801623948,121.13663995141823,-285.7969515513264,3.24497989433013,25.661194119544174,95.47544587972347,-311.45817147269787
7,0.1,0.0,,,,,,,,
8,0.1,0.1,85.52103036125166,11.921044869120513,95.29883193292163,-257.8318962935799,0.6788835626970158,1.9716752511934204,93.32715418383083,-259.8035740497056
9,0.1,0.25,87.0476199738252,16.47502673122526,98.97916339460815,-262.76066441033834,1.7320100924994222,5.652003547632315,93.32715418383083,-268.4126736202043
10,0.1,0.5,89.15519855224557,17.100145667411045,105.35597692484181,-270.7323501350228,2.4873043318163455,12.028806705199298,93.32715418383083,-282.76117290436883
11,0.1,0.75,91.2578950037798,17.23008269012683,111.76438576784224,-278.6724405824358,2.9143703799727234,18.437200316963175,93.32715418383083,-297.10967218853335
12,0.1,0.9,92.53227179408252,17.230093487072306,115.6113717971592,-283.434554077687,3.1038776967090786,22.284195310099456,93.32715418383083,-305.71877175903205
13,0.1,1.0,93.3818213159988,17.23018583147818,118.17602910985713,-286.60929646329913,3.2128114759630018,24.848850053604043,93.32715418383083,-311.45817147269787
14,0.25,0.0,82.93694713809214,6.064855993533271,91.8949207172126,-252.27397429944077,0.582327368001791,1.7902000403637999,90.10471663999186,-254.06417433603977
15,0.25,0.1,84.10274715641941,6.796122917127458,92.9403873920652,-256.9679032953535,1.0422774346302277,2.835667713891576,90.10471663999186,-259.8035740497056
16,0.25,0.25,86.86996326835182,11.921044868767046,95.03391101240953,-263.48347922958135,1.5951742944997744,4.929188127631624,90.10471663999186,-268.4126736202043
17,0.25,0.5,89.5984927795619,16.25528103732916,101.08074148071486,-271.7851480606819,2.3957122494617424,10.976012934984489,90.10471663999186,-282.76117290436883
18,0.25,0.75,91.75142457170188,16.696368448688066,107.4055292099028,-279.80885955431165,2.850752468339665,17.300795244538914,90.10471663999186,-297.10967218853335
19,0.25,0.9,93.02600936544164,16.83457973709147,111.2251979910704,-284.59829036967847,3.050242248613705,21.120460205075474,90.10471663999186,-305.71877175903205
20,0.25,1.0,93.86252668132,16.940912865857694,113.77822374286384,-287.7846643321622,3.1643553522141716,23.673478057558526,90.10471663999186,-311.45817147269787
21,0.5,0.0,81.2521528566138,6.064856018517165,88.31439589778984,-250.48377460597084,1.2754744531114304,3.5803997389773334,84.73398740026025,-254.06417433603977
22,0.5,0.1,82.36965591282757,6.375362905499786,89.33108327806363,-255.20647817710315,1.5254237700157913,4.597091266028205,84.73398740026025,-259.8035740497056
23,0.5,0.25,84.2565544035713,7.09824137728483,90.9759657666461,-262.1706952496323,1.8312961766025047,6.241972115512233,84.73398740026025,-268.4126736202043
24,0.5,0.5,89.11818478005404,11.921044869942891,94.59237614364508,-272.9027841216698,2.288321475040731,9.85837625507605,84.73398740026025,-282.76117290436883
25,0.5,0.75,92.33996292631346,15.838565540700511,100.42883289550915,-281.4148267041707,2.7533313437329876,15.694829764149453,84.73398740026025,-297.10967218853335
26,0.5,0.9,93.69254458953567,16.15542292917487,104.17481475529696,-286.2779445624346,2.967371042124125,19.440743459921226,84.73398740026025,-305.71877175903205
27,0.5,1.0,94.57524379173906,16.25528103758396,106.68603705039047,-289.50612175401415,3.088859430038477,21.952025870337536,84.73398740026025,-311.45817147269787
28,0.75,0.0,79.56735840937849,6.064856018558166,84.73387090959854,-248.69357474371202,1.6809395612963636,5.370599608878295,79.36325816052863,-254.06417433603977
29,0.75,0.1,80.6879584753784,6.279206070026768,85.74137091660253,-253.42546130338866,1.852871243877956,6.37810635588695,79.36325816052863,-259.8035740497056
30,0.75,0.25,82.43747940981409,6.639370709063004,87.32154223401842,-260.45438954755764,2.074212406041971,7.958276099937791,79.36325816052863,-268.4126736202043
31,0.75,0.5,86.33376458254652,8.22311864583252,90.28248205007651,-271.8419490190271,2.3905238928618475,10.919212942557257,79.36325816052863,-282.76117290436883
32,0.75,0.75,91.36640629121474,11.921044871612285,94.15084127231293,-282.32208901118656,2.693786583132148,14.787564382366424,79.36325816052863,-297.10967218853335
33,0.75,0.9,93.88530554763918,14.604292829985893,97.44714909073463,-287.6348808058192,2.8950205370026474,18.083872825988273,79.36325816052863,-305.71877175903205
34,0.75,1.0,95.00981167650131,15.45647806036486,99.82942468720638,-290.9920048898362,3.01877210872407,20.466146047114957,79.36325816052863,-311.45817147269787
35,0.9,0.0,78.55648174224436,6.064856018609767,82.5855559179259,-247.61945482759901,1.8632611182042162,6.444719531387994,76.14082061668965,-254.06417433603977
36,0.9,0.1,79.66394847161625,6.233112876542131,83.5905161399869,-252.35387853464948,2.0081721594041877,7.449688052775887,76.14082061668965,-259.8035740497056
37,0.9,0.25,81.41915405729499,6.54396710289734,85.15295080822742,-259.40054342933865,2.198570466803176,9.012121160243849,76.14082061668965,-268.4126736202043
38,0.9,0.5,84.76943326904598,7.374935433645445,87.97134314728149,-270.930650405198,2.470681790727916,11.830510034680467,76.14082061668965,-282.76117290436883
39,0.9,0.75,89.0991142210183,9.191797267914984,91.34127867111047,-281.90921413411263,2.7213255625574435,15.200458054420867,76.14082061668965,-297.10967218853335
40,0.9,0.9,92.71534371447345,11.92105182141608,93.88592040359603,-287.9736719721255,2.8761094094642505,17.745099786906525,76.14082061668965,-305.71877175903205
41,0.9,1.0,94.80896916197281,14.105146611310458,96.00644485218392,-291.5925471987581,2.9889898116070954,19.8656043489875,76.14082061668965,-311.45817147269787
42,1.0,0.0,77.88256396417864,6.064856018654599,81.15334592348012,-246.90337488352637,1.968621633962619,7.160799480040201,73.99252892079701,-254.06417433603977
43,1.0,0.1,78.99195760639901,6.218535882239061,82.15697278453446,-251.63913020980488,2.099787608337456,8.164435670339119,73.99252892079701,-259.8035740497056
44,1.0,0.25,80.69478673829691,6.46119868717178,83.71126462246217,-258.6939379406592,2.2740545347352263,9.71872594958065,73.99252892079701,-268.4126736202043
45,1.0,0.5,83.89136705819121,7.09824137682587,86.47648566360297,-270.2772161732576,2.5244433571624985,12.483944231025072,73.99252892079701,-282.76117290436883
46,1.0,0.75,88.14200346920025,8.605191910250705,89.68391994953951,-281.4182811597476,2.753110635258073,15.691366164445132,73.99252892079701,-297.10967218853335
47,1.0,0.9,90.919348659207,9.850906426717414,91.91375335574416,-287.79754732408463,2.885985733055589,17.92122443494737,73.99252892079701,-305.71877175903205
48,1.0,1.0,93.61462779549787,11.921044866022338,93.70930639625101,-291.7413938960011,2.9814686553205245,19.716752504628417,73.99252892079701,-311.45817147269787
