,A_G,A_L,tau_G,tau_L,StrikePrice,ContractAmount,Utility_G,Utility_L,NashProductLog,Nash_Product,ThreatPoint_G,ThreatPoint_L,Gamma
0,0.1,0.0,1.0,0.0,50.4441608226137,29.87885595176988,95.1297389878037,-254.0641743340024,1.8025847278020422,6.06530438212527,93.32715418383083,-254.06417433603977,0.995961865058996
1,0.1,0.0,0.75,0.25,,,,,,,,,
2,0.1,0.0,0.5,0.5,,,,,,,,,
3,0.1,0.0,0.25,0.75,,,,,,,,,
4,0.1,0.0,0.0,1.0,49.484508068592426,29.88115101827591,93.32715468326668,-252.25503933548418,1.8091350005555427,6.105164183929189,93.32715418383083,-254.06417433603977,0.9960383672758637
5,0.1,0.5,1.0,0.0,56.02729739592687,30.0,105.6582153022761,-282.7611724009872,12.331060617378313,226626.9646934243,93.32715418383083,-282.76117290436883,1.0
6,0.1,0.5,0.75,0.25,54.39260053248081,29.999999962632106,102.5754474071389,-279.6695930227029,1.9504988243953256,7.032194536026358,93.32715418383083,-282.76117290436883,0.9999999987544036
7,0.1,0.5,0.5,0.5,52.757906661374655,29.999999962624564,99.49268516802856,-276.5780193042508,1.8204003448979242,6.174329816591192,93.32715418383083,-282.76117290436883,0.9999999987541521
8,0.1,0.5,0.25,0.75,51.123212740444195,29.99999996262456,96.40992283495967,-273.48644549156904,1.9519259381992942,7.0422374424015795,93.32715418383083,-282.76117290436883,0.999999998754152
9,0.1,0.5,0.0,1.0,49.48851547050851,30.0,93.32715418383081,-270.3948653304021,12.366307573966651,234757.31889045882,93.32715418383083,-282.76117290436883,1.0
10,0.1,0.9,1.0,0.0,60.498012224022766,30.0,114.08924395825363,-305.71877125561537,20.76208927334487,1039586914.2351036,93.32715418383083,-305.71877175903205,1.0
11,0.1,0.9,0.75,0.25,57.7456359220625,29.999999964591435,108.8987175126679,-300.51290754928607,2.4715302196263984,11.840551640469592,93.32715418383083,-305.71877175903205,0.9999999988197145
12,0.1,0.9,0.5,0.5,54.99428975290729,29.999999965235986,103.71013374957663,-295.312593763231,2.3412827738080035,10.394561885949765,93.32715418383083,-305.71877175903205,0.9999999988411995
13,0.1,0.9,0.25,0.75,52.24140546577943,29.999999965236004,98.51864935012208,-290.10950968765286,2.472652778139691,11.853850815670285,93.32715418383083,-305.71877175903205,0.9999999988412002
14,0.1,0.9,0.0,1.0,49.48851547050851,30.0,93.32715418383081,-284.9064148003687,20.81235695866326,1093180264.2505407,93.32715418383083,-305.71877175903205,1.0
15,0.5,0.0,1.0,0.0,50.444160822610066,29.87886992035258,93.7469114363968,-254.06417433399554,9.01292400486492,8208.487877124413,84.73398740026025,-254.06417433603977,0.9959623306784194
16,0.5,0.0,0.75,0.25,49.22692444991259,29.88171492734097,91.49368281574179,-251.76940002904348,1.6408909899220925,5.159764763173898,84.73398740026025,-254.06417433603977,0.9960571642446989
17,0.5,0.0,0.5,0.5,48.00992497980371,29.884620240230557,89.2404546538345,-249.47462615555335,1.5146464503947323,4.547812965101279,84.73398740026025,-254.06417433603977,0.9961540080076853
18,0.5,0.0,0.25,0.75,46.79316242734651,29.88752855268424,86.98722639470962,-247.1798521812753,1.650026043884204,5.207115438925441,84.73398740026025,-254.06417433603977,0.9962509517561414
19,0.5,0.0,0.0,1.0,45.576643864445835,29.890515260400537,84.73398789249012,-244.8850677285794,9.179106607460355,9692.489705749227,84.73398740026025,-254.06417433603977,0.996350508680018
20,0.5,0.5,1.0,0.0,56.02729739199696,30.0,104.12057883177886,-282.76117239355483,19.386590930033698,262717778.92337304,84.73398740026025,-282.76117290436883,1.0
21,0.5,0.5,0.75,0.25,53.41931328009841,29.999999937592904,99.27392677944565,-277.8288879603475,2.4066240661593636,11.096437004002501,84.73398740026025,-282.76117290436883,0.9999999979197635
22,0.5,0.5,0.5,0.5,50.81133405384369,30.0,94.42728382712934,-272.8966127486191,2.280190552987329,9.778543562696164,84.73398740026025,-282.76117290436883,1.0
23,0.5,0.5,0.25,0.75,48.20335499669102,29.999999931084268,89.58064118968014,-267.96433789869184,2.415381006545175,11.19403454558813,84.73398740026025,-282.76117290436883,0.9999999977028089
24,0.5,0.5,0.0,1.0,45.59536995039385,30.0,84.73398740026025,-263.03205165633545,19.72912124803338,370039845.38473445,84.73398740026025,-282.76117290436883,1.0
25,0.5,0.9,1.0,0.0,60.49801120307803,30.0,112.42890943969928,-305.7187693245934,27.694919655266496,1065984237808.0516,84.73398740026025,-305.71877175903205,1.0
26,0.5,0.9,0.75,0.25,56.77388483857685,29.999999926364936,105.50802957752626,-298.676114313777,2.7632730417263462,15.851641216203895,84.73398740026025,-305.71877175903205,0.9999999975454978
27,0.5,0.9,0.5,0.5,53.04771854789411,29.9999998157971,98.5833587653384,-291.63348036724284,2.6366816481767144,13.966779935629658,84.73398740026025,-305.71877175903205,0.9999999938599033
28,0.5,0.9,0.25,0.75,49.32154749862989,29.999999951667483,91.65867913897912,-284.59083731275,2.771719436438825,15.986097470695826,84.73398740026025,-305.71877175903205,0.9999999983889161
29,0.5,0.9,0.0,1.0,45.59536995039385,30.0,84.73398740026025,-277.5481819905823,28.17058976844976,1715266826568.9922,84.73398740026025,-305.71877175903205,1.0
30,0.9,0.0,1.0,0.0,50.444160822595435,29.878871217788994,92.36408388470335,-254.06417433396797,16.22326318674108,11108967.097159456,76.14082061668965,-254.06417433603977,0.9959623739262998
31,0.9,0.0,0.75,0.25,48.220511583329966,29.88411693170713,88.30827307642372,-249.87174020037835,2.2323926915403485,9.322144432362993,76.14082061668965,-254.06417433603977,0.9961372310569043
32,0.9,0.0,0.5,0.5,45.99765309314258,29.889430182178167,84.25246267022357,-245.67930640927995,2.1098633103619355,8.247113912562591,76.14082061668965,-254.06417433603977,0.9963143394059389
33,0.9,0.0,0.25,0.75,43.775584713956896,29.894742767983264,80.19665247024534,-241.48687283206968,2.248957994766488,9.47785471494703,76.14082061668965,-254.06417433603977,0.9964914255994421
34,0.9,0.0,0.0,1.0,41.49966498710644,29.7180952072176,76.14024795229966,-237.29404643467058,16.770127901369165,19194376.45963405,76.14082061668965,-254.06417433603977,0.99060317357392
35,0.9,0.5,1.0,0.0,56.02729738795017,30.0,102.5829423612833,-282.76117238590143,26.442121242657677,304556130174.67786,76.14082061668965,-282.76117290436883,1.0
36,0.9,0.5,0.75,0.25,52.41684849412133,29.99999990886597,95.97240627480969,-275.93300162449316,2.7207201478968255,15.191258259393,76.14082061668965,-282.76117290436883,0.999999996962199
37,0.9,0.5,0.5,0.5,48.80640641392571,29.999999908931745,89.36188269159464,-269.1048437507373,2.598006128299013,13.436919813675193,76.14082061668965,-282.76117290436883,0.9999999969643915
38,0.9,0.5,0.25,0.75,45.19596413816316,29.99999990896422,82.75135875029004,-262.2766855071126,2.7369161808524303,15.439299599676065,76.14082061668965,-282.76117290436883,0.999999996965474
39,0.9,0.5,0.0,1.0,41.5855144040832,30.0,76.14082110082056,-255.4491322314783,27.312040169837644,726889399258.9261,76.14082061668965,-282.76117290436883,1.0
40,0.9,0.9,1.0,0.0,60.498011561801384,30.0,110.76857750328088,-305.7187700030853,34.627755190976345,1093057478961590.9,76.14082061668965,-305.71877175903205,1.0
41,0.9,0.9,0.75,0.25,55.771421948245035,29.99999993709892,102.1144482926854,-296.78141110138193,2.990370355953613,19.893048636430738,76.14082061668965,-305.71877175903205,0.9999999979032973
42,0.9,0.9,0.5,0.5,51.04278966184528,30.0,93.45657909543071,-287.84406798877615,2.867500747552917,17.592993875807533,76.14082061668965,-305.71877175903205,1.0
43,0.9,0.9,0.25,0.75,46.31415787049917,30.0,84.79871078633542,-278.90672582863573,3.006255049260265,20.21156669636478,76.14082061668965,-305.71877175903205,1.0
44,0.9,0.9,0.0,1.0,41.58551413966744,30.0,76.14082061668964,-269.9704755807592,35.748296178272824,3351874640032396.0,76.14082061668965,-305.71877175903205,1.0
