,Price_Change,Avg_G_Price,StrikePrice,A_G,A_L,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product
0,0.6,0.08526004654766038,87.33245272085132,0.5,0.5,12.315946912334145,94.19266363657414,-265.7200058288021,88.42090300179038,-271.4822711363166,33.25841606909264
1,0.7,0.08536643067954093,87.80332858729896,0.5,0.5,12.260960432466973,94.3270520314736,-267.4976215490568,87.53151077257625,-274.2931628030537,46.17938096807475
2,0.8,0.08547281481142145,88.3181978314282,0.5,0.5,12.401540596749653,94.42956325659134,-269.29114072604546,86.61606739726113,-277.1046366004522,61.05071766157058
3,0.85,0.08552600687736173,88.56286680901349,0.5,0.5,12.415970381510254,94.4762369612094,-270.19073133592013,86.15029948154736,-278.5166688149875,69.32123491028976
4,0.9,0.085579198943302,88.7322626618443,0.5,0.5,12.177396911408447,94.51879454081072,-271.09152293298234,85.68014489807291,-279.9301725890578,78.12172762495601
5,0.95,0.08563239100924226,88.89189653228075,0.5,0.5,11.942372768443661,94.55579442017824,-271.99699587764115,85.20767016655522,-281.3451201432383,87.3874271731108
6,1.0,0.08568558307518252,89.11818478005404,0.5,0.5,11.92104486994285,94.59237614364511,-272.9027841216699,84.73398740026025,-282.76117290436883,97.18782900327055
7,1.05,0.08573877514112278,89.41506478644624,0.5,0.5,12.091813365817957,94.62682749955877,-273.80948295131446,84.25762680932475,-284.1786836544903,107.52032308854629
8,1.1,0.08579196720706306,89.7045352299195,0.5,0.5,12.232903228701469,94.65656786038164,-274.716201114411,83.77656887434438,-285.5962001087755,118.37437802677267
9,1.15,0.08584515927300333,89.94488218227346,0.5,0.5,12.241600400078799,94.68289623296792,-275.6238935981064,83.29307326096685,-287.0137165630607,129.72806725326188
10,1.2,0.0858983513389436,90.1349737081727,0.5,0.5,12.131566435879659,94.70821056903262,-276.5313979938007,82.80830913905075,-288.4312994354106,141.60765418165724
11,1.3,0.08600473547082413,90.63732153250263,0.5,0.5,12.199495835034751,94.75914918769371,-278.3528865696874,81.837702702722,-291.26654692393146,166.86317119246505
12,1.4,0.08611111960270466,90.97175911966,0.5,0.5,11.937509101975438,94.79625334134332,-280.166984374196,80.86144330917367,-294.10179441245236,194.17893071747346
