,A_G,A_L,tau_G,tau_L,Revenue_G,Revenue_L,CR_L_Revenue,CR_G_Revenue
0,0.5,0.5,1.0,0.0,102.62182734503641,-276.6464996089702,-189.32857994440207,15.303907680468257
1,0.5,0.5,1.0,0.0,127.1579744199701,-265.1313170544903,-177.81339738992216,39.84005475540197
2,0.5,0.5,1.0,0.0,105.19155058533296,-285.1957266583327,-197.8778069937646,17.873630920764825
3,0.5,0.5,1.0,0.0,110.42777661454357,-271.6282827449209,-184.31036308035277,23.109856949975452
4,0.5,0.5,1.0,0.0,107.35197710679516,-274.823943275156,-187.50602361058785,20.034057442227024
5,0.5,0.5,1.0,0.0,120.34091081823803,-260.99149886433554,-173.67357919976737,33.022991153669885
6,0.5,0.5,1.0,0.0,116.0584848671904,-264.4413927819156,-177.1234731173475,28.74056520262227
7,0.5,0.5,1.0,0.0,115.48206978938373,-274.66941705728243,-187.3514973927143,28.164150124815592
8,0.5,0.5,1.0,0.0,108.5839315910917,-282.57495595624476,-195.25703629167663,21.266011926523547
9,0.5,0.5,1.0,0.0,100.63090391282982,-280.5728759223277,-193.25495625775955,13.3129842482617
10,0.5,0.5,1.0,0.0,115.65792135857725,-268.50819682939147,-181.19027716482333,28.340001694009132
11,0.5,0.5,1.0,0.0,116.6176653912649,-264.06166724075507,-176.74374757618693,29.299745726696763
12,0.5,0.5,1.0,0.0,109.76333641842092,-274.1467232537522,-186.82880358918408,22.445416753852783
13,0.5,0.5,1.0,0.0,123.54657693369032,-260.61237583643776,-173.29445617186965,36.22865726912217
14,0.5,0.5,1.0,0.0,114.35256337563973,-267.2266289123377,-179.90870924776954,27.03464371107158
15,0.5,0.5,1.0,0.0,105.1884179386281,-272.298955597099,-184.9810359325309,17.87049827405997
16,0.5,0.5,1.0,0.0,118.1326304547444,-254.59572464509768,-167.27780498052954,30.81471079017625
17,0.5,0.5,1.0,0.0,90.12864730925844,-277.2754836653123,-189.95756400074416,2.8107276446902887
18,0.5,0.5,1.0,0.0,110.73166216275357,-266.67655328266835,-179.3586336181002,23.413742498185407
19,0.5,0.5,1.0,0.0,114.33306248380306,-262.12531052201047,-174.80739085744233,27.01514281923494
20,0.5,0.5,1.0,0.0,113.76584699736176,-277.3702810269914,-190.05236136242323,26.447927332793626
21,0.5,0.5,1.0,0.0,101.2517099675342,-278.01583860236593,-190.6979189377978,13.93379030296606
22,0.5,0.5,1.0,0.0,125.70443094287648,-258.83226395721204,-171.51434429264393,38.386511278308355
23,0.5,0.5,1.0,0.0,112.0735733634666,-269.16591695832653,-181.84799729375837,24.755653698898442
24,0.5,0.5,1.0,0.0,92.11206685266004,-282.0938567486937,-194.77593708412556,4.794147188091898
25,0.5,0.5,1.0,0.0,99.11006874870074,-288.1021455392345,-200.78422587466636,11.792149084132589
26,0.5,0.5,1.0,0.0,93.01689555589,-278.12731160102794,-190.8093919364598,5.698975891321879
27,0.5,0.5,1.0,0.0,112.54282976273797,-264.5747853991711,-177.25686573460294,25.224910098169822
28,0.5,0.5,1.0,0.0,107.14019030555208,-280.2764289092801,-192.958509244712,19.822270640983945
29,0.5,0.5,1.0,0.0,121.30429225230725,-264.31193522826436,-176.9940155636962,33.98637258773912
30,0.5,0.5,1.0,0.0,103.37083100076592,-286.6879625038448,-199.3700428392767,16.05291133619778
31,0.5,0.5,1.0,0.0,119.49788681730166,-263.4735901399357,-176.15567047536757,32.179967152733525
32,0.5,0.5,1.0,0.0,112.15825315383367,-271.10171935841,-183.78379969384184,24.840333489265532
33,0.5,0.5,1.0,0.0,118.51894221855176,-260.91393367898246,-173.59601401441432,31.201022553983606
34,0.5,0.5,1.0,0.0,100.86452336029872,-268.72884343988727,-181.41092377531913,13.546603695730596
35,0.5,0.5,1.0,0.0,125.39070957454643,-259.1223723157228,-171.8044526511547,38.07278990997832
36,0.5,0.5,1.0,0.0,106.06561943143923,-280.6623048056801,-193.34438514111196,18.747699766871094
37,0.5,0.5,1.0,0.0,118.37878369441998,-267.23905892318936,-179.9211392586212,31.060864029851828
38,0.5,0.5,1.0,0.0,106.70225665519321,-267.11008003265556,-179.7921603680874,19.38433699062506
39,0.5,0.5,1.0,0.0,108.508769914325,-274.7367725658778,-187.41885290130966,21.190850249756863
40,0.5,0.5,1.0,0.0,119.18214484535213,-256.36424838017115,-169.04632871560298,31.86422518078399
41,0.5,0.5,1.0,0.0,117.12291112050227,-259.09261507729383,-171.7746954127257,29.804991455934122
42,0.5,0.5,1.0,0.0,107.60880044060268,-277.53956221306834,-190.2216425485002,20.290880776034555
43,0.5,0.5,1.0,0.0,95.78640601683303,-269.89976965717307,-182.58184999260493,8.468486352264875
44,0.5,0.5,1.0,0.0,100.51097319368755,-279.21744173310793,-191.8995220685398,13.193053529119425
45,0.5,0.5,1.0,0.0,116.63303117140688,-259.78000097353896,-172.46208130897082,29.315111506838754
46,0.5,0.5,1.0,0.0,111.72130742238623,-265.1180461601549,-177.80012649558677,24.403387757818095
47,0.5,0.5,1.0,0.0,93.04073676012493,-284.16957284214607,-196.85165317757793,5.722817095556792
48,0.5,0.5,1.0,0.0,122.74597998983401,-268.6778537090656,-181.35993404449744,35.42806032526589
49,0.5,0.5,1.0,0.0,128.13660938055386,-258.1545113009105,-170.83659163634235,40.81868971598571
50,0.5,0.5,1.0,0.0,98.8368049725666,-277.7627436798052,-190.4448240152371,11.518885307998474
51,0.5,0.5,1.0,0.0,109.6602323625942,-280.872836467687,-193.55491680311889,22.34231269802605
52,0.5,0.5,1.0,0.0,110.35633123310731,-272.2398883055486,-184.92196864098045,23.03841156853916
53,0.5,0.5,1.0,0.0,116.69521009722304,-271.4129704139889,-184.09505074942075,29.37729043265489
54,0.5,0.5,1.0,0.0,119.30275037503077,-267.50983287247726,-180.19191320790912,31.984830710462624
55,0.5,0.5,1.0,0.0,125.6477763100515,-255.18469221635397,-167.86677255178583,38.32985664548336
56,0.5,0.5,1.0,0.0,106.39768867304377,-288.19293449732766,-200.87501483275952,19.079769008475637
57,0.5,0.5,1.0,0.0,111.32785927005942,-269.69062704157585,-182.3727073770077,24.00993960549127
58,0.5,0.5,1.0,0.0,109.01444652844013,-272.19592306351535,-184.87800339894721,21.696526863871995
59,0.5,0.5,1.0,0.0,98.98280377695835,-270.0754723914923,-182.7575527269242,11.664884112390212
60,0.5,0.5,1.0,0.0,116.66620199792409,-261.85946272705917,-174.54154306249103,29.348282333355968
61,0.5,0.5,1.0,0.0,106.2009986674492,-271.2311425965776,-183.91322293200952,18.883079002881075
62,0.5,0.5,1.0,0.0,107.2001720147345,-267.3769028939626,-180.05898322939447,19.882252350166354
63,0.5,0.5,1.0,0.0,116.08025807790465,-271.8961593040599,-184.57823963949176,28.762338413336508
64,0.5,0.5,1.0,0.0,126.76500268736505,-263.66770389022156,-176.34978422565342,39.44708302279692
65,0.5,0.5,1.0,0.0,109.69299751826607,-260.35356249859274,-173.0356428340246,22.375077853697917
66,0.5,0.5,1.0,0.0,111.97509117994608,-278.15987793506423,-190.8419582704961,24.657171515377954
67,0.5,0.5,1.0,0.0,126.0294381458232,-261.09900694008945,-173.78108727552134,38.71151848125507
68,0.5,0.5,1.0,0.0,120.59881941814328,-275.72718718409226,-188.40926751952412,33.280899753575156
69,0.5,0.5,1.0,0.0,114.08508881787563,-265.1190706544612,-177.80115098989307,26.767169153307492
70,0.5,0.5,1.0,0.0,109.14809795607704,-265.0832333486585,-177.76531368409036,21.830178291508886
71,0.5,0.5,1.0,0.0,94.3018856079468,-275.80105729711823,-188.48313763255007,6.983965943378664
72,0.5,0.5,1.0,0.0,113.78006534983075,-265.43864492180506,-178.1207252572369,26.462145685262605
73,0.5,0.5,1.0,0.0,110.9934785764332,-273.7101307479756,-186.39221108340746,23.675558911865068
74,0.5,0.5,1.0,0.0,97.42733533802448,-282.8224224844642,-195.50450281989606,10.109415673456354
75,0.5,0.5,1.0,0.0,106.96978061270505,-266.89846153922684,-179.5805418746587,19.651860948136914
76,0.5,0.5,1.0,0.0,104.45226872357514,-272.9540277798612,-185.63610811529304,17.13434905900702
77,0.5,0.5,1.0,0.0,111.9905758832931,-276.24703289719787,-188.92911323262973,24.672656218724967
78,0.5,0.5,1.0,0.0,123.96711713759956,-268.2006860717,-180.88276640713184,36.64919747303142
79,0.5,0.5,1.0,0.0,99.11297612011579,-277.81675816510176,-190.49883850053362,11.795056455547652
80,0.5,0.5,1.0,0.0,116.96886538681025,-262.3623637058804,-175.04444404131226,29.650945722242113
81,0.5,0.5,1.0,0.0,112.27143033556924,-272.51283935372805,-185.19491968915992,24.953510671001112
82,0.5,0.5,1.0,0.0,106.87382645785596,-275.0339303138096,-187.71601064924147,19.555906793287818
83,0.5,0.5,1.0,0.0,98.61530761160395,-284.5355646029568,-197.21764493838864,11.297387947035801
84,0.5,0.5,1.0,0.0,115.47197072054603,-263.3775441364028,-176.05962447183464,28.154051055977888
85,0.5,0.5,1.0,0.0,109.83051848891749,-288.0310388470352,-200.713119182467,22.51259882434934
86,0.5,0.5,1.0,0.0,105.5722759737702,-277.89686279776413,-190.578943133196,18.254356309202066
87,0.5,0.5,1.0,0.0,94.69750313648497,-279.52423169812414,-192.206312033556,7.379583471916831
