,Capture_Price,StrikePrice,A_G,A_L,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product
0,0.08462174175637718,84.62174175637719,0.5,0.5,7.33942139688631,91.23159976211102,-270.7970259049098,84.73398740026025,-282.76117290436883,77.73838944268489
