,Load_Gen_Ratio,Avg_Load,Avg_Gen,StrikePrice,A_G,A_L,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product,Gamma
0,0.6,56.796553875779836,94.66092312629972,50.190133994288246,0.5,0.5,29.879480357817744,93.27671705340106,-102.63159260224137,84.73398740026025,-111.3506589560723,74.48462668857377,0.9959826785939249
1,0.8,75.72873850103979,94.66092312629972,50.58872876750547,0.5,0.5,29.99999990900224,94.01359635173247,-139.0232756416665,84.73398740026025,-148.4675452747631,87.63912902740063,0.9999999969667414
2,1.0,94.66092312629972,94.66092312629972,50.717103881456175,0.5,0.5,29.999999929273066,94.25216740104213,-175.893148773877,84.73398740026025,-185.58443159345387,92.24337431521775,0.9999999976424355
3,1.2,113.59310775155967,94.66092312629972,50.76453829604255,0.5,0.5,30.0,94.3403190507448,-212.92056655966735,84.73398740026025,-222.7013179121446,93.95714128282165,1.0
4,1.4,132.52529237681958,94.66092312629972,50.79637317960806,0.5,0.5,30.0,94.39948068548675,-249.97796658602522,84.73398740026025,-259.81820423083536,95.11075088094552,1.0
5,1.6,151.45747700207957,94.66092312629972,50.81808725755712,0.5,0.5,30.0,94.43983391453926,-287.05840305502784,84.73398740026025,-296.9350905495262,95.86161289110002,1.0
