,Load_Change,Avg_Load,StrikePrice,A_G,A_L,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product
0,0.6,144.20386526095646,89.36214380774247,0.5,0.5,12.536984748812362,94.66272193118743,-272.690684612841,84.73398740026025,-282.61941914271114,98.57976937513092
1,0.7,144.20984809493,89.35594493466034,0.5,0.5,12.536984737749071,94.64910624023572,-272.7378402588817,84.73398740026025,-282.6529590926986,98.30958154977368
2,0.8,144.21583092890353,89.34902685138943,0.5,0.5,12.536986705781521,94.63390936559692,-272.78860794896127,84.73398740026025,-282.6885299164062,98.00845494062708
3,0.85,144.21882234589032,89.32629873111932,0.5,0.5,12.48044091150545,94.62486511941124,-272.81565847429033,84.73398740026025,-282.70653640482055,97.82946414592367
4,0.9,144.22181376287708,89.25413201905613,0.5,0.5,12.28013500504384,94.61440311043593,-272.84422460078326,84.73398740026025,-282.72464032910415,97.62261478516857
5,0.95,144.22480517986384,89.17979624421956,0.5,0.5,12.079845160822773,94.60363773343776,-272.87325342709016,84.73398740026025,-282.7429037646547,97.40999774248971
6,1.0,144.22779659685062,89.11818478005404,0.5,0.5,11.921044869942891,94.59237614364508,-272.9027841216698,84.73398740026025,-282.76117290436883,97.18782900327139
7,1.05,144.23078801383738,89.11103906701196,0.5,0.5,11.916771483156442,94.58066140689408,-272.9328279796927,84.73398740026025,-282.77950201815617,96.95698930633422
8,1.1,144.23377943082417,89.1511858703986,0.5,0.5,12.044364066959986,94.56954857621514,-272.9641649189543,84.73398740026025,-282.7997260976646,96.7382636730521
9,1.15,144.23677084781093,89.03617777647766,0.5,0.5,11.741410065054943,94.55826800446857,-272.99634403661486,84.73398740026025,-282.82062462211957,96.51648920647433
10,1.2,144.2397622647977,89.03027709657147,0.5,0.5,11.741066229776841,94.54639258957988,-273.0291179625957,84.73398740026025,-282.8415231465745,96.28329554698043
11,1.3,144.24574509877124,88.98381896296428,0.5,0.5,11.651272164460506,94.5189328237652,-273.0990585027248,84.73398740026025,-282.8840039565292,95.74515723744919
12,1.4,144.2517279327448,88.81704067770454,0.5,0.5,11.250768771767127,94.4910108013119,-273.172836346023,84.73398740026025,-282.9298595434042,95.1995036614518
