,Capture_Price,StrikePrice,A_G,A_L,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product
0,0.0875821979528834,87.58219795288339,0.5,0.5,7.680631658697859,94.06375917890662,-270.60243812982543,92.86215913323164,-275.6926593474486,6.11641004759178
