,KG_Factor,KL_Factor,A_G,A_L,StrikePrice,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product,Factor
51,-0.1,-0.01,0.1,0.1,85.60909225192411,11.875520862871916,85.77152847094415,-258.0219755565515,83.98992994373971,-259.8035740497056,3.174093251472976,Production Bias
52,-0.1,0.0,0.1,0.1,85.60909225192411,11.875520862871916,85.77152847094415,-258.0219755565515,83.98992994373971,-259.8035740497056,3.174093251472976,Production Bias
53,-0.1,0.01,0.1,0.1,85.60909225192411,11.875520862871916,85.77152847094415,-258.0219755565515,83.98992994373971,-259.8035740497056,3.174093251472976,Production Bias
54,-0.1,0.05,0.1,0.1,85.60909225192411,11.875520862871916,85.77152847094415,-258.0219755565515,83.98992994373971,-259.8035740497056,3.174093251472976,Production Bias
55,-0.1,0.1,0.1,0.1,85.60909225192411,11.875520862871916,85.77152847094415,-258.0219755565515,83.98992994373971,-259.8035740497056,3.174093251472976,Production Bias
56,-0.05,-0.1,0.1,0.1,85.56345379525823,11.879537937478645,90.5357342303606,-257.9264342333713,88.65859441798861,-259.8035740497056,3.523653882629778,Production Bias
57,-0.05,-0.05,0.1,0.1,85.56345379525823,11.879537937478645,90.5357342303606,-257.9264342333713,88.65859441798861,-259.8035740497056,3.523653882629778,Production Bias
58,-0.05,-0.01,0.1,0.1,85.56345379525823,11.879537937478645,90.5357342303606,-257.9264342333713,88.65859441798861,-259.8035740497056,3.523653882629778,Production Bias
59,-0.05,0.0,0.1,0.1,85.56345379525823,11.879537937478645,90.5357342303606,-257.9264342333713,88.65859441798861,-259.8035740497056,3.523653882629778,Production Bias
60,-0.05,0.01,0.1,0.1,85.56345379525823,11.879537937478645,90.5357342303606,-257.9264342333713,88.65859441798861,-259.8035740497056,3.523653882629778,Production Bias
61,-0.05,0.05,0.1,0.1,85.56345379525823,11.879537937478645,90.5357342303606,-257.9264342333713,88.65859441798861,-259.8035740497056,3.523653882629778,Production Bias
62,-0.05,0.1,0.1,0.1,85.56345379525823,11.879537937478645,90.5357342303606,-257.9264342333713,88.65859441798861,-259.8035740497056,3.523653882629778,Production Bias
63,-0.01,-0.1,0.1,0.1,85.53006128503351,11.921052082619154,94.34628670655856,-257.85075691032364,92.3934695698681,-259.8035740497056,3.8134947746079604,Production Bias
64,-0.01,-0.05,0.1,0.1,85.53006128503351,11.921052082619154,94.34628670655856,-257.85075691032364,92.3934695698681,-259.8035740497056,3.8134947746079604,Production Bias
65,-0.01,-0.01,0.1,0.1,85.53006128503351,11.921052082619154,94.34628670655856,-257.85075691032364,92.3934695698681,-259.8035740497056,3.8134947746079604,Production Bias
66,-0.01,0.0,0.1,0.1,85.53006128503351,11.921052082619154,94.34628670655856,-257.85075691032364,92.3934695698681,-259.8035740497056,3.8134947746079604,Production Bias
67,-0.01,0.01,0.1,0.1,85.53006128503351,11.921052082619154,94.34628670655856,-257.85075691032364,92.3934695698681,-259.8035740497056,3.8134947746079604,Production Bias
68,-0.01,0.05,0.1,0.1,85.53006128503351,11.921052082619154,94.34628670655856,-257.85075691032364,92.3934695698681,-259.8035740497056,3.8134947746079604,Production Bias
69,-0.01,0.1,0.1,0.1,85.53006128503351,11.921052082619154,94.34628670655856,-257.85075691032364,92.3934695698681,-259.8035740497056,3.8134947746079604,Production Bias
70,0.0,-0.1,0.1,0.1,85.52103036125166,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Production Bias
71,0.0,-0.05,0.1,0.1,85.52103036125166,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Production Bias
72,0.0,-0.01,0.1,0.1,85.52103036125166,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Production Bias
73,0.0,0.0,0.1,0.1,85.52103036125166,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Production Bias
74,0.0,0.01,0.1,0.1,85.52103036125166,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Production Bias
75,0.0,0.05,0.1,0.1,85.52103036125166,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Production Bias
76,0.0,0.1,0.1,0.1,85.52103036125166,11.921044869120513,95.29883193292163,-257.8318962935799,93.32715418383083,-259.8035740497056,3.8875131601303234,Production Bias
77,0.01,-0.1,0.1,0.1,85.51200364806292,11.92105726956412,96.25136913590156,-257.8130415180546,94.26083660635479,-259.8035740497056,3.962219755372425,Production Bias
78,0.01,-0.05,0.1,0.1,85.51200364806292,11.92105726956412,96.25136913590156,-257.8130415180546,94.26083660635479,-259.8035740497056,3.962219755372425,Production Bias
79,0.01,-0.01,0.1,0.1,85.51200364806292,11.92105726956412,96.25136913590156,-257.8130415180546,94.26083660635479,-259.8035740497056,3.962219755372425,Production Bias
80,0.01,0.0,0.1,0.1,85.51200364806292,11.92105726956412,96.25136913590156,-257.8130415180546,94.26083660635479,-259.8035740497056,3.962219755372425,Production Bias
81,0.01,0.01,0.1,0.1,85.51200364806292,11.92105726956412,96.25136913590156,-257.8130415180546,94.26083660635479,-259.8035740497056,3.962219755372425,Production Bias
82,0.01,0.05,0.1,0.1,85.51200364806292,11.92105726956412,96.25136913590156,-257.8130415180546,94.26083660635479,-259.8035740497056,3.962219755372425,Production Bias
83,0.01,0.1,0.1,0.1,85.51200364806292,11.92105726956412,96.25136913590156,-257.8130415180546,94.26083660635479,-259.8035740497056,3.962219755372425,Production Bias
84,0.05,-0.1,0.1,0.1,85.50223177064439,12.280718585312243,100.06144601042328,-257.7376770531797,97.99554901512538,-259.8035740497056,4.267930397717839,Production Bias
85,0.05,-0.05,0.1,0.1,85.50223177064439,12.280718585312243,100.06144601042328,-257.7376770531797,97.99554901512538,-259.8035740497056,4.267930397717839,Production Bias
86,0.05,-0.01,0.1,0.1,85.50223177064439,12.280718585312243,100.06144601042328,-257.7376770531797,97.99554901512538,-259.8035740497056,4.267930397717839,Production Bias
87,0.05,0.0,0.1,0.1,85.50223177064439,12.280718585312243,100.06144601042328,-257.7376770531797,97.99554901512538,-259.8035740497056,4.267930397717839,Production Bias
88,0.05,0.01,0.1,0.1,85.50223177064439,12.280718585312243,100.06144601042328,-257.7376770531797,97.99554901512538,-259.8035740497056,4.267930397717839,Production Bias
89,0.05,0.05,0.1,0.1,85.50223177064439,12.280718585312243,100.06144601042328,-257.7376770531797,97.99554901512538,-259.8035740497056,4.267930397717839,Production Bias
90,0.05,0.1,0.1,0.1,85.50223177064439,12.280718585312243,100.06144601042328,-257.7376770531797,97.99554901512538,-259.8035740497056,4.267930397717839,Production Bias
91,0.1,-0.1,0.1,0.1,85.49598987322297,12.805385665913754,104.82362641891598,-257.6437478474822,102.66380020863504,-259.8035740497056,4.664849241213702,Production Bias
92,0.1,-0.05,0.1,0.1,85.49598987322297,12.805385665913754,104.82362641891598,-257.6437478474822,102.66380020863504,-259.8035740497056,4.664849241213702,Production Bias
93,0.1,-0.01,0.1,0.1,85.49598987322297,12.805385665913754,104.82362641891598,-257.6437478474822,102.66380020863504,-259.8035740497056,4.664849241213702,Production Bias
94,0.1,0.0,0.1,0.1,85.49598987322297,12.805385665913754,104.82362641891598,-257.6437478474822,102.66380020863504,-259.8035740497056,4.664849241213702,Production Bias
95,0.1,0.01,0.1,0.1,85.49598987322297,12.805385665913754,104.82362641891598,-257.6437478474822,102.66380020863504,-259.8035740497056,4.664849241213702,Production Bias
96,0.1,0.05,0.1,0.1,85.49598987322297,12.805385665913754,104.82362641891598,-257.6437478474822,102.66380020863504,-259.8035740497056,4.664849241213702,Production Bias
97,0.1,0.1,0.1,0.1,85.49598987322297,12.805385665913754,104.82362641891598,-257.6437478474822,102.66380020863504,-259.8035740497056,4.664849241213702,Production Bias
98,-0.1,-0.1,0.1,0.5,80.72807167361339,17.142329148753632,95.95196618372732,-245.1747317123075,83.80661451119275,-257.32008338875505,147.5095672970628,Price Bias
99,-0.1,-0.05,0.1,0.5,82.63315737371929,18.017908271230183,102.37971953500896,-251.4675202214412,83.80661451119275,-270.04062529448015,344.96023113992624,Price Bias
100,-0.1,-0.01,0.1,0.5,84.09055102756558,18.76399748528886,107.77199027396124,-256.25168297639067,83.80661451119275,-280.2170588190602,574.3392373655495,Price Bias
101,-0.1,0.0,0.1,0.5,84.36836954411726,19.204507401433904,109.17416065457722,-257.3936266945718,83.80661451119275,-282.76117290436883,643.5123990214636,Price Bias
102,-0.1,0.01,0.1,0.5,84.50236139902727,20.080521805880846,110.61771411306589,-258.4942833576362,83.80661451119275,-285.30538321593554,718.8350687366298,Price Bias
103,-0.1,0.05,0.1,0.5,83.85058284580779,29.999999781759076,118.4162031696445,-260.8735440126006,83.80661451119275,-295.483132686182,1197.8236276308637,Price Bias
104,-0.1,0.1,0.1,0.5,85.96784996506584,29.999999913569454,129.5445592503825,-262.46806974220164,83.80661451119275,-308.2060145134918,2091.9595904333833,Price Bias
105,-0.05,-0.1,0.1,0.5,82.96120157326396,16.012944914233557,94.57462942451,-251.31288896842995,88.5674349959431,-257.32008338875505,36.08638485309509,Price Bias
106,-0.05,-0.05,0.1,0.5,84.94337912102695,17.11127290054931,100.6546972882588,-257.95336299474377,88.5674349959431,-270.04062529448015,146.1019098129327,Price Bias
107,-0.05,-0.01,0.1,0.5,86.45542236355675,17.89959110532208,105.76734816244661,-263.0171456249933,88.5674349959431,-280.2170588190602,295.83701340934834,Price Bias
108,-0.05,0.0,0.1,0.5,86.84313567210255,18.02784167114323,107.08622185901653,-264.24238602194106,88.5674349959431,-282.76117290436883,342.94546723836004,Price Bias
109,-0.05,0.01,0.1,0.5,87.19589265176442,18.278498510822153,108.41719551365202,-265.4556226533909,88.5674349959431,-285.30538321593554,394.0129935003742,Price Bias
110,-0.05,0.05,0.1,0.5,88.53344987934636,19.371945752949568,113.90162283560348,-270.1489447799013,88.5674349959431,-295.483132686182,641.8210751829675,Price Bias
111,-0.05,0.1,0.1,0.5,88.08278132599675,29.99999978167766,123.18930063730728,-273.5841488509804,88.5674349959431,-308.2060145134918,1198.6735812208306,Price Bias
112,-0.01,-0.1,0.1,0.5,84.34768476826552,9.252165170344075,94.17581010637336,-255.51957967221233,92.37530640673177,-257.32008338875505,3.2418136028536115,Price Bias
113,-0.01,-0.05,0.1,0.5,86.74208367152588,16.231003360538153,99.53925890452007,-262.87667281214294,92.37530640673177,-270.04062529448015,51.322215279876346,Price Bias
114,-0.01,-0.01,0.1,0.5,88.31496584307973,17.088849507076414,104.41580649488604,-268.1765587325299,92.37530640673177,-280.2170588190602,144.97364235328965,Price Bias
115,-0.01,0.0,0.1,0.5,88.71098296760036,17.23009429890589,105.6776365794227,-269.45884273560614,92.37530640673177,-282.76117290436883,176.9519879710288,Price Bias
116,-0.01,0.01,0.1,0.5,89.10044719529334,17.385229747432575,106.94738973235799,-270.7332998903091,92.37530640673177,-285.30538321593554,212.34561244899652,Price Bias
117,-0.01,0.05,0.1,0.5,90.55836757573046,18.310388710740686,112.18479940532268,-275.67363968909194,92.37530640673177,-295.483132686182,392.416012831491,Price Bias
118,-0.01,0.1,0.1,0.5,92.06300752747454,20.20736190304924,119.14375724121527,-281.4375636423701,92.37530640673177,-308.2060145134918,716.549961058909,Price Bias
119,0.0,-0.1,0.1,0.5,84.48132652435818,6.804169095541241,94.54014049459923,-256.1108043773494,93.32715418383083,-257.32008338875505,1.4668388867346216,Price Bias
120,0.0,-0.05,0.1,0.5,87.18061773224346,15.938158611303585,99.29596129010017,-264.07181817533797,93.32715418383083,-270.04062529448015,35.62665834868689,Price Bias
121,0.0,-0.01,0.1,0.5,88.7776093187004,16.815471644311923,104.10995355926636,-269.43425942157455,93.32715418383083,-280.2170588190602,116.2687626086547,Price Bias
122,0.0,0.0,0.1,0.5,89.15519855224557,17.100145667411045,105.35597692484181,-270.7323501350228,93.32715418383083,-282.76117290436883,144.6925768755005,Price Bias
123,0.0,0.01,0.1,0.5,89.55290153973502,17.230506724737037,106.61773236706797,-272.01480501431655,93.32715418383083,-285.30538321593554,176.63946868904443,Price Bias
124,0.0,0.05,0.1,0.5,91.05131752190303,18.045308501235297,111.7926602386083,-277.0176265926966,93.32715418383083,-295.483132686182,340.9749145737846,Price Bias
125,0.0,0.1,0.1,0.5,92.70717904593924,19.515733478537474,118.62876082185159,-282.9044077823746,93.32715418383083,-308.2060145134918,640.1713008206257,Price Bias
126,0.01,-0.1,0.1,0.5,,,,,,,,Price Bias
127,0.01,-0.05,0.1,0.5,87.61620913059367,15.550526604492122,99.08033947879503,-265.23927462070174,94.27898880925251,-270.04062529448015,23.0529682722544,Price Bias
128,0.01,-0.01,0.1,0.5,89.23631603622576,16.534525527300396,103.82686891203085,-270.669178719995,94.27898880925251,-280.2170588190602,91.16201442157784,Price Bias
129,0.01,0.0,0.1,0.5,89.61995699331544,16.813215793330112,105.05043125873698,-271.98973043254273,94.27898880925251,-282.76117290436883,116.02397268320762,Price Bias
130,0.01,0.01,0.1,0.5,89.99544527560738,17.111491221092702,106.29618881210384,-273.28818304160325,94.27898880925251,-285.30538321593554,144.4130979692509,Price Bias
131,0.01,0.05,0.1,0.5,91.49826017653328,17.948046671874412,111.41236467833184,-278.3497565433631,94.27898880925251,-295.483132686182,293.5525733612322,Price Bias
132,0.01,0.1,0.1,0.5,93.34521935945183,18.839026335207617,118.15807395844895,-284.3269293487002,94.27898880925251,-308.2060145134918,570.2107079349722,Price Bias
133,0.05,-0.1,0.1,0.5,,,,,,,,Price Bias
134,0.05,-0.05,0.1,0.5,88.71602537454687,6.836897473561543,99.2825027415374,-268.8444463313267,98.08632377820584,-270.04062529448015,1.430844112103908,Price Bias
135,0.05,-0.01,0.1,0.5,90.99115132354567,15.475281324098649,102.85892931626069,-275.44445327622986,98.08632377820584,-280.2170588190602,22.777763644663246,Price Bias
136,0.05,0.0,0.1,0.5,91.39923456857564,15.878965984589325,104.01608366492437,-276.8314130114019,98.08632377820584,-282.76117290436883,35.16205235118781,Price Bias
137,0.05,0.01,0.1,0.5,91.80533788412765,16.140466053769032,105.19715964526782,-278.1945473319398,98.08632377820584,-285.30538321593554,50.56398684870813,Price Bias
138,0.05,0.05,0.1,0.5,93.36090480902173,17.129097722297992,110.05732952599425,-283.5121269243023,98.08632377820584,-295.483132686182,143.30497878226967,Price Bias
139,0.05,0.1,0.1,0.5,95.2596202507257,18.062783271251924,116.4992224090939,-289.79311584597383,98.08632377820584,-308.2060145134918,339.03483666582275,Price Bias
140,0.1,-0.1,0.1,0.5,,,,,,,,Price Bias
141,0.1,-0.05,0.1,0.5,,,,,,,,Price Bias
142,0.1,-0.01,0.1,0.5,,,,,,,,Price Bias
143,0.1,0.0,0.1,0.5,92.95338149958165,6.878911491613377,104.02654656755007,-281.57998523511515,102.8453588977809,-282.76117290436883,1.395204310605845,Price Bias
144,0.1,0.01,0.1,0.5,93.6768309958521,9.52483644495059,104.61836964409278,-283.532372471401,102.8453588977809,-285.30538321593554,3.1435671033861556,Price Bias
145,0.1,0.05,0.1,0.5,95.6171896606558,15.835637931376677,108.73642846784945,-289.5920631143098,102.8453588977809,-295.483132686182,34.70470069001314,Price Bias
146,0.1,0.1,0.1,0.5,97.57368417662366,17.11200199733518,114.75819384366224,-296.29317954980064,102.8453588977809,-308.2060145134918,141.91563665997742,Price Bias
147,-0.1,-0.1,0.1,0.5,89.22241844653453,17.100139237619523,95.81736865897457,-270.9337341764401,83.98992994373971,-282.76117290436883,139.88830671277233,Production Bias
148,-0.1,-0.05,0.1,0.5,89.22241844653453,17.100139237619523,95.81736865897457,-270.9337341764401,83.98992994373971,-282.76117290436883,139.88830671277233,Production Bias
149,-0.1,-0.01,0.1,0.5,89.22241844653453,17.100139237619523,95.81736865897457,-270.9337341764401,83.98992994373971,-282.76117290436883,139.88830671277233,Production Bias
150,-0.1,0.0,0.1,0.5,89.22241844653453,17.100139237619523,95.81736865897457,-270.9337341764401,83.98992994373971,-282.76117290436883,139.88830671277233,Production Bias
151,-0.1,0.01,0.1,0.5,89.22241844653453,17.100139237619523,95.81736865897457,-270.9337341764401,83.98992994373971,-282.76117290436883,139.88830671277233,Production Bias
152,-0.1,0.05,0.1,0.5,89.22241844653453,17.100139237619523,95.81736865897457,-270.9337341764401,83.98992994373971,-282.76117290436883,139.88830671277233,Production Bias
153,-0.1,0.1,0.1,0.5,89.22241844653453,17.100139237619523,95.81736865897457,-270.9337341764401,83.98992994373971,-282.76117290436883,139.88830671277233,Production Bias
154,-0.05,-0.1,0.1,0.5,89.18875747266233,17.100139844458173,100.58687926774068,-270.83288805943414,88.65859441798861,-282.76117290436883,142.28397939936178,Production Bias
155,-0.05,-0.05,0.1,0.5,89.18875747266233,17.100139844458173,100.58687926774068,-270.83288805943414,88.65859441798861,-282.76117290436883,142.28397939936178,Production Bias
156,-0.05,-0.01,0.1,0.5,89.18875747266233,17.100139844458173,100.58687926774068,-270.83288805943414,88.65859441798861,-282.76117290436883,142.28397939936178,Production Bias
157,-0.05,0.0,0.1,0.5,89.18875747266233,17.100139844458173,100.58687926774068,-270.83288805943414,88.65859441798861,-282.76117290436883,142.28397939936178,Production Bias
158,-0.05,0.01,0.1,0.5,89.18875747266233,17.100139844458173,100.58687926774068,-270.83288805943414,88.65859441798861,-282.76117290436883,142.28397939936178,Production Bias
159,-0.05,0.05,0.1,0.5,89.18875747266233,17.100139844458173,100.58687926774068,-270.83288805943414,88.65859441798861,-282.76117290436883,142.28397939936178,Production Bias
160,-0.05,0.1,0.1,0.5,89.18875747266233,17.100139844458173,100.58687926774068,-270.83288805943414,88.65859441798861,-282.76117290436883,142.28397939936178,Production Bias
161,-0.01,-0.1,0.1,0.5,89.16187511484452,17.10014575809369,104.40228966264534,-270.7523527955924,92.3934695698681,-282.76117290436883,144.21176021282182,Production Bias
162,-0.01,-0.05,0.1,0.5,89.16187511484452,17.10014575809369,104.40228966264534,-270.7523527955924,92.3934695698681,-282.76117290436883,144.21176021282182,Production Bias
163,-0.01,-0.01,0.1,0.5,89.16187511484452,17.10014575809369,104.40228966264534,-270.7523527955924,92.3934695698681,-282.76117290436883,144.21176021282182,Production Bias
164,-0.01,0.0,0.1,0.5,89.16187511484452,17.10014575809369,104.40228966264534,-270.7523527955924,92.3934695698681,-282.76117290436883,144.21176021282182,Production Bias
165,-0.01,0.01,0.1,0.5,89.16187511484452,17.10014575809369,104.40228966264534,-270.7523527955924,92.3934695698681,-282.76117290436883,144.21176021282182,Production Bias
166,-0.01,0.05,0.1,0.5,89.16187511484452,17.10014575809369,104.40228966264534,-270.7523527955924,92.3934695698681,-282.76117290436883,144.21176021282182,Production Bias
167,-0.01,0.1,0.1,0.5,89.16187511484452,17.10014575809369,104.40228966264534,-270.7523527955924,92.3934695698681,-282.76117290436883,144.21176021282182,Production Bias
168,0.0,-0.1,0.1,0.5,89.15519855224557,17.100145667411045,105.35597692484181,-270.7323501350228,93.32715418383083,-282.76117290436883,144.6925768755005,Production Bias
169,0.0,-0.05,0.1,0.5,89.15519855224557,17.100145667411045,105.35597692484181,-270.7323501350228,93.32715418383083,-282.76117290436883,144.6925768755005,Production Bias
170,0.0,-0.01,0.1,0.5,89.15519855224557,17.100145667411045,105.35597692484181,-270.7323501350228,93.32715418383083,-282.76117290436883,144.6925768755005,Production Bias
171,0.0,0.0,0.1,0.5,89.15519855224557,17.100145667411045,105.35597692484181,-270.7323501350228,93.32715418383083,-282.76117290436883,144.6925768755005,Production Bias
172,0.0,0.01,0.1,0.5,89.15519855224557,17.100145667411045,105.35597692484181,-270.7323501350228,93.32715418383083,-282.76117290436883,144.6925768755005,Production Bias
173,0.0,0.05,0.1,0.5,89.15519855224557,17.100145667411045,105.35597692484181,-270.7323501350228,93.32715418383083,-282.76117290436883,144.6925768755005,Production Bias
174,0.0,0.1,0.1,0.5,89.15519855224557,17.100145667411045,105.35597692484181,-270.7323501350228,93.32715418383083,-282.76117290436883,144.6925768755005,Production Bias
175,0.01,-0.1,0.1,0.5,89.14852646906185,17.10014258618522,106.30964996327656,-270.712359491727,94.26083660635479,-282.76117290436883,145.17390398129712,Production Bias
176,0.01,-0.05,0.1,0.5,89.14852646906185,17.10014258618522,106.30964996327656,-270.712359491727,94.26083660635479,-282.76117290436883,145.17390398129712,Production Bias
177,0.01,-0.01,0.1,0.5,89.14852646906185,17.10014258618522,106.30964996327656,-270.712359491727,94.26083660635479,-282.76117290436883,145.17390398129712,Production Bias
178,0.01,0.0,0.1,0.5,89.14852646906185,17.10014258618522,106.30964996327656,-270.712359491727,94.26083660635479,-282.76117290436883,145.17390398129712,Production Bias
179,0.01,0.01,0.1,0.5,89.14852646906185,17.10014258618522,106.30964996327656,-270.712359491727,94.26083660635479,-282.76117290436883,145.17390398129712,Production Bias
