,Capture_Price,StrikePrice,A_G,A_L,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product
0,0.0849225011741281,84.9225011741281,0.5,0.5,7.389736963801529,91.5862323622325,-268.14142450961765,86.99401795545754,-277.47264949610815,42.85098581582012
