Centroid_ID,Probability
Centroid_1,0.0003111111111111111
Centroid_2,0.0006
Centroid_3,0.0008666666666666666
Centroid_4,0.0007111111111111111
Centroid_5,0.0008666666666666666
Centroid_6,0.0005333333333333334
Centroid_7,0.0005777777777777778
Centroid_8,0.0006222222222222223
Centroid_9,0.0007777777777777777
Centroid_10,0.0002666666666666667
Centroid_11,0.0008222222222222222
Centroid_12,0.0004888888888888889
Centroid_13,0.0005111111111111112
Centroid_14,0.0006444444444444444
Centroid_15,0.0008
Centroid_16,0.0008888888888888889
Centroid_17,0.00011111111111111112
Centroid_18,0.0002
Centroid_19,0.0006888888888888888
Centroid_20,0.0005333333333333334
Centroid_21,0.0004
Centroid_22,0.0007777777777777777
Centroid_23,0.0006666666666666666
Centroid_24,0.0006222222222222223
Centroid_25,0.0003333333333333333
Centroid_26,0.00044444444444444447
Centroid_27,0.0004888888888888889
Centroid_28,0.0006
Centroid_29,0.0005555555555555556
Centroid_30,0.0006666666666666666
Centroid_31,0.0003111111111111111
Centroid_32,0.0007777777777777777
Centroid_33,0.0006444444444444444
Centroid_34,0.0006888888888888888
Centroid_35,0.0003111111111111111
Centroid_36,0.0006
Centroid_37,0.0004222222222222222
Centroid_38,0.0003333333333333333
Centroid_39,0.0006444444444444444
Centroid_40,0.0008222222222222222
Centroid_41,0.00035555555555555557
Centroid_42,0.0006222222222222223
Centroid_43,0.0006
Centroid_44,0.0005333333333333334
Centroid_45,0.0005333333333333334
Centroid_46,0.0006666666666666666
Centroid_47,0.0007111111111111111
Centroid_48,0.0002666666666666667
Centroid_49,0.0004
Centroid_50,0.0004
Centroid_51,0.00044444444444444447
Centroid_52,0.0004222222222222222
Centroid_53,0.0006444444444444444
Centroid_54,0.0003333333333333333
Centroid_55,0.0009555555555555555
Centroid_56,0.00044444444444444447
Centroid_57,0.0006
Centroid_58,0.0004222222222222222
Centroid_59,0.0008444444444444444
Centroid_60,0.0005777777777777778
Centroid_61,0.0008
Centroid_62,0.0005555555555555556
Centroid_63,0.00035555555555555557
Centroid_64,0.0006888888888888888
Centroid_65,0.00024444444444444443
Centroid_66,0.0002666666666666667
Centroid_67,0.0003333333333333333
Centroid_68,0.00035555555555555557
Centroid_69,0.00013333333333333334
Centroid_70,0.0004222222222222222
Centroid_71,0.0007555555555555555
Centroid_72,0.0002888888888888889
Centroid_73,0.0009111111111111111
Centroid_74,0.0010888888888888888
Centroid_75,0.00044444444444444447
Centroid_76,0.00046666666666666666
Centroid_77,0.0007111111111111111
Centroid_78,8.888888888888889e-05
Centroid_79,0.0007111111111111111
Centroid_80,0.0008222222222222222
Centroid_81,0.0008666666666666666
Centroid_82,0.0008444444444444444
Centroid_83,0.0006888888888888888
Centroid_84,0.0004222222222222222
Centroid_85,0.0009333333333333333
Centroid_86,0.00011111111111111112
Centroid_87,0.0005555555555555556
Centroid_88,0.0006444444444444444
Centroid_89,0.0008444444444444444
Centroid_90,0.0003333333333333333
Centroid_91,0.00017777777777777779
Centroid_92,0.0008444444444444444
Centroid_93,0.0004
Centroid_94,0.0008888888888888889
Centroid_95,0.0005555555555555556
Centroid_96,0.0010666666666666667
Centroid_97,0.0004222222222222222
Centroid_98,0.0003111111111111111
Centroid_99,0.00011111111111111112
Centroid_100,0.0004888888888888889
Centroid_101,0.0007111111111111111
Centroid_102,0.0008666666666666666
Centroid_103,0.00015555555555555556
Centroid_104,0.0009333333333333333
Centroid_105,0.00035555555555555557
Centroid_106,0.0005111111111111112
Centroid_107,0.0007111111111111111
Centroid_108,0.0007555555555555555
Centroid_109,0.0005777777777777778
Centroid_110,0.0007333333333333333
Centroid_111,0.00011111111111111112
Centroid_112,0.0008444444444444444
Centroid_113,0.0007777777777777777
Centroid_114,0.0005333333333333334
Centroid_115,0.0006222222222222223
Centroid_116,0.0005555555555555556
Centroid_117,0.0006222222222222223
Centroid_118,0.00022222222222222223
Centroid_119,0.0002888888888888889
Centroid_120,0.0005777777777777778
Centroid_121,0.00015555555555555556
Centroid_122,0.00024444444444444443
Centroid_123,0.0006666666666666666
Centroid_124,0.0005333333333333334
Centroid_125,0.0005333333333333334
Centroid_126,0.0008222222222222222
Centroid_127,0.00013333333333333334
Centroid_128,0.0007333333333333333
Centroid_129,0.0008666666666666666
Centroid_130,0.0002888888888888889
Centroid_131,0.0006666666666666666
Centroid_132,0.0002666666666666667
Centroid_133,0.0006666666666666666
Centroid_134,0.0006888888888888888
Centroid_135,0.0002666666666666667
Centroid_136,0.0007111111111111111
Centroid_137,0.00037777777777777777
Centroid_138,8.888888888888889e-05
Centroid_139,0.001
Centroid_140,0.0005333333333333334
Centroid_141,0.0008222222222222222
Centroid_142,0.0005111111111111112
Centroid_143,0.0004222222222222222
Centroid_144,0.0006666666666666666
Centroid_145,0.0002
Centroid_146,0.0009777777777777777
Centroid_147,0.00046666666666666666
Centroid_148,0.0002666666666666667
Centroid_149,0.00024444444444444443
Centroid_150,0.0004888888888888889
Centroid_151,0.00035555555555555557
Centroid_152,0.0003333333333333333
Centroid_153,0.0004888888888888889
Centroid_154,0.0002666666666666667
Centroid_155,0.00035555555555555557
Centroid_156,0.0006444444444444444
Centroid_157,0.00015555555555555556
Centroid_158,0.0008666666666666666
Centroid_159,0.0007111111111111111
Centroid_160,0.0006666666666666666
Centroid_161,0.0008888888888888889
Centroid_162,0.0006444444444444444
Centroid_163,0.0002666666666666667
Centroid_164,0.00015555555555555556
Centroid_165,0.00015555555555555556
Centroid_166,0.0010222222222222223
Centroid_167,0.0007111111111111111
Centroid_168,0.0005555555555555556
Centroid_169,0.00017777777777777779
Centroid_170,0.0004222222222222222
Centroid_171,0.0007333333333333333
Centroid_172,0.0007333333333333333
Centroid_173,0.0005777777777777778
Centroid_174,0.0006666666666666666
Centroid_175,0.00024444444444444443
Centroid_176,0.0002666666666666667
Centroid_177,0.0002
Centroid_178,0.0007555555555555555
Centroid_179,0.0010444444444444444
Centroid_180,0.0006666666666666666
Centroid_181,0.00046666666666666666
Centroid_182,0.0009111111111111111
Centroid_183,0.0006888888888888888
Centroid_184,0.00024444444444444443
Centroid_185,0.00017777777777777779
Centroid_186,0.00044444444444444447
Centroid_187,0.0006444444444444444
Centroid_188,6.666666666666667e-05
Centroid_189,0.0004
Centroid_190,0.0006222222222222223
Centroid_191,0.0004888888888888889
Centroid_192,0.0005777777777777778
Centroid_193,0.00013333333333333334
Centroid_194,0.0004
Centroid_195,0.00015555555555555556
Centroid_196,0.00024444444444444443
Centroid_197,0.0007333333333333333
Centroid_198,0.00037777777777777777
Centroid_199,0.00046666666666666666
Centroid_200,2.2222222222222223e-05
Centroid_201,0.0008888888888888889
Centroid_202,0.0005333333333333334
Centroid_203,0.0010222222222222223
Centroid_204,0.0007111111111111111
Centroid_205,0.0004888888888888889
Centroid_206,0.0006
Centroid_207,0.0007333333333333333
Centroid_208,0.0007777777777777777
Centroid_209,8.888888888888889e-05
Centroid_210,0.0008
Centroid_211,4.4444444444444447e-05
Centroid_212,0.0005333333333333334
Centroid_213,0.0008888888888888889
Centroid_214,0.0003333333333333333
Centroid_215,0.00037777777777777777
Centroid_216,0.0007111111111111111
Centroid_217,0.0007555555555555555
Centroid_218,0.0007333333333333333
Centroid_219,0.0008
Centroid_220,0.0009333333333333333
Centroid_221,0.0005333333333333334
Centroid_222,0.0005111111111111112
Centroid_223,0.0005777777777777778
Centroid_224,0.0007777777777777777
Centroid_225,0.0005333333333333334
Centroid_226,0.0003333333333333333
Centroid_227,0.00022222222222222223
Centroid_228,0.0008444444444444444
Centroid_229,0.00015555555555555556
Centroid_230,0.0005111111111111112
Centroid_231,0.0003333333333333333
Centroid_232,0.0005777777777777778
Centroid_233,0.00046666666666666666
Centroid_234,0.0004
Centroid_235,0.00046666666666666666
Centroid_236,0.00015555555555555556
Centroid_237,0.0005111111111111112
Centroid_238,0.0009777777777777777
Centroid_239,0.0007111111111111111
Centroid_240,0.0009777777777777777
Centroid_241,0.001
Centroid_242,0.0007111111111111111
Centroid_243,0.0011333333333333334
Centroid_244,0.0002666666666666667
Centroid_245,0.00011111111111111112
Centroid_246,0.00044444444444444447
Centroid_247,0.00011111111111111112
Centroid_248,0.0006666666666666666
Centroid_249,0.0003333333333333333
Centroid_250,0.0002666666666666667
Centroid_251,0.0002666666666666667
Centroid_252,0.0006888888888888888
Centroid_253,0.0009111111111111111
Centroid_254,0.00022222222222222223
Centroid_255,0.00022222222222222223
Centroid_256,0.0004
Centroid_257,0.00017777777777777779
Centroid_258,0.00037777777777777777
Centroid_259,4.4444444444444447e-05
Centroid_260,0.00013333333333333334
Centroid_261,0.0006444444444444444
Centroid_262,0.00037777777777777777
Centroid_263,0.0002
Centroid_264,0.0006
Centroid_265,0.0004888888888888889
Centroid_266,0.0003333333333333333
Centroid_267,0.0007333333333333333
Centroid_268,0.00015555555555555556
Centroid_269,0.0007333333333333333
Centroid_270,0.00013333333333333334
Centroid_271,0.0010666666666666667
Centroid_272,0.00017777777777777779
Centroid_273,0.0006444444444444444
Centroid_274,0.0002
Centroid_275,0.0005333333333333334
Centroid_276,0.0002666666666666667
Centroid_277,0.0006222222222222223
Centroid_278,4.4444444444444447e-05
Centroid_279,0.0004888888888888889
Centroid_280,0.0004888888888888889
Centroid_281,0.0008888888888888889
Centroid_282,0.0004222222222222222
Centroid_283,0.0008666666666666666
Centroid_284,0.0012
Centroid_285,0.0005111111111111112
Centroid_286,0.00037777777777777777
Centroid_287,0.0006444444444444444
Centroid_288,8.888888888888889e-05
Centroid_289,0.0006888888888888888
Centroid_290,0.0006666666666666666
Centroid_291,0.0002888888888888889
Centroid_292,0.0005777777777777778
Centroid_293,0.0006
Centroid_294,0.0007777777777777777
Centroid_295,0.00024444444444444443
Centroid_296,0.0005555555555555556
Centroid_297,0.00022222222222222223
Centroid_298,0.0006222222222222223
Centroid_299,0.0006
Centroid_300,4.4444444444444447e-05
Centroid_301,0.0004888888888888889
Centroid_302,0.0008888888888888889
Centroid_303,0.0006
Centroid_304,0.0002888888888888889
Centroid_305,0.00015555555555555556
Centroid_306,0.00013333333333333334
Centroid_307,0.0009333333333333333
Centroid_308,4.4444444444444447e-05
Centroid_309,0.0008222222222222222
Centroid_310,0.0007111111111111111
Centroid_311,0.0007111111111111111
Centroid_312,0.001
Centroid_313,0.0009777777777777777
Centroid_314,0.00044444444444444447
Centroid_315,0.00013333333333333334
Centroid_316,0.0007111111111111111
Centroid_317,0.0006444444444444444
Centroid_318,0.0004
Centroid_319,4.4444444444444447e-05
Centroid_320,0.0006
Centroid_321,0.0006666666666666666
Centroid_322,0.00013333333333333334
Centroid_323,0.001
Centroid_324,0.0008
Centroid_325,0.0005555555555555556
Centroid_326,0.0006888888888888888
Centroid_327,0.0008666666666666666
Centroid_328,0.0004
Centroid_329,0.0009111111111111111
Centroid_330,6.666666666666667e-05
Centroid_331,0.0009555555555555555
Centroid_332,0.0006222222222222223
Centroid_333,0.0007111111111111111
Centroid_334,0.0002
Centroid_335,0.00046666666666666666
Centroid_336,0.0006222222222222223
Centroid_337,0.00015555555555555556
Centroid_338,0.0008
Centroid_339,0.0002888888888888889
Centroid_340,0.0009555555555555555
Centroid_341,0.0008888888888888889
Centroid_342,0.0006888888888888888
Centroid_343,0.00037777777777777777
Centroid_344,0.0008888888888888889
Centroid_345,0.0003333333333333333
Centroid_346,0.00046666666666666666
Centroid_347,0.0008444444444444444
Centroid_348,0.0007111111111111111
Centroid_349,0.0004888888888888889
Centroid_350,0.0008666666666666666
Centroid_351,0.00017777777777777779
Centroid_352,0.0004
Centroid_353,4.4444444444444447e-05
Centroid_354,0.0008444444444444444
Centroid_355,0.0013333333333333333
Centroid_356,0.00015555555555555556
Centroid_357,0.00035555555555555557
Centroid_358,0.0007777777777777777
Centroid_359,0.0008222222222222222
Centroid_360,0.0006888888888888888
Centroid_361,0.00044444444444444447
Centroid_362,0.0006
Centroid_363,0.0003111111111111111
Centroid_364,0.0011111111111111111
Centroid_365,0.0006222222222222223
Centroid_366,0.00022222222222222223
Centroid_367,0.0005333333333333334
Centroid_368,0.0006666666666666666
Centroid_369,0.0006222222222222223
Centroid_370,0.0008
Centroid_371,0.0006222222222222223
Centroid_372,0.0005111111111111112
Centroid_373,0.0004222222222222222
Centroid_374,0.0004888888888888889
Centroid_375,0.0003333333333333333
Centroid_376,0.0008444444444444444
Centroid_377,0.0008222222222222222
Centroid_378,0.0005333333333333334
Centroid_379,0.0003111111111111111
Centroid_380,0.00037777777777777777
Centroid_381,0.0003333333333333333
Centroid_382,0.0009333333333333333
Centroid_383,0.0004888888888888889
Centroid_384,0.0003333333333333333
Centroid_385,0.0006222222222222223
Centroid_386,0.0006666666666666666
Centroid_387,0.0005333333333333334
Centroid_388,0.0007777777777777777
Centroid_389,0.0003111111111111111
Centroid_390,0.0013333333333333333
Centroid_391,0.0005111111111111112
Centroid_392,0.0006666666666666666
