,0,1,2,3,4,5,6,7,8,9
2025-01-01,308.5729854331784,784.8260003646823,798.5354329785029,189.17870069827467,86.63459421059869,1039.8952544141343,204.97442421638317,16.748184430743912,248.55315807411722,388.56120137228385
2026-01-01,470.1434255441031,2253.5031000605914,432.71829203628164,191.3309785874738,5.419469580313228,358.6831894283924,564.6983777631618,571.7351794892086,1119.157251824726,322.4400374227688
