,0,1,2,3,4,5,6,7,8,9
2025-01-01,339.6131695783334,346.5516096927248,341.8499534332718,339.23619380838,333.8244799087888,346.1674426068147,332.67331001170163,308.0405743347732,329.5216322134215,342.94018091765815
2026-01-01,339.8380975777661,340.0422213132205,339.2042656780561,334.3928243733002,288.159590516474,334.70652331611666,341.7449006311137,341.43319155339964,345.3152264523168,337.2335194831783
